SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,SAMPLED_CORE,DATECORE,INDXSAMP_CORE,SAMPLE_CATEGORY,SAMPLE_ID,SAMPLE_TYPE,SAMPLE_CLASS,CORE_LENGTH,INTERVAL_FROM,INTERVAL_TO,FLAG_FLD_CORE,COMMENT_FLD_CORE,DATATYPE,VISIT_ID
NLA06608-0334,1,PROB_Lake,Target_Sampled,YES (Both),6/27/2007,YES,P,503297,SEDT,TOP,30,0,1,,,CORE,7746
NLA06608-0334,1,PROB_Lake,Target_Sampled,YES (Both),6/27/2007,YES,P,503298,SEDB,BOT,30,27,28,,,CORE,7746
NLA06608-0337,1,PROB_Lake,Target_Sampled,YES (Both),7/12/2007,YES,P,506377,SEDT,TOP,42.5,0,1,,,CORE,7748
NLA06608-0337,1,PROB_Lake,Target_Sampled,YES (Both),7/12/2007,YES,P,506378,SEDB,BOT,42.5,39.5,40.5,,,CORE,7748
NLA06608-0339,1,PROB_Lake,Target_Sampled,YES (Both),6/25/2007,YES,P,514137,SEDT,TOP,25,0,1,,,CORE,7749
NLA06608-0339,1,PROB_Lake,Target_Sampled,YES (Both),6/25/2007,YES,P,514138,SEDB,BOT,25,22,23,,,CORE,7749
NLA06608-0340,1,PROB_Lake,Target_Sampled,YES (Top only),6/21/2007,YES,P,503337,SEDT,TOP,25,0,1,IM,CORE LENGTH CHANGED (250),CORE,7750
NLA06608-0341,1,PROB_Lake,Target_Sampled,YES (Both),9/18/2007,YES,P,517577,SEDT,TOP,41,0,1,,,CORE,7751
NLA06608-0341,1,PROB_Lake,Target_Sampled,YES (Both),9/18/2007,YES,P,517578,SEDB,BOT,41,38,39,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,7751
NLA06608-0343,1,PROB_Lake,Target_Sampled,YES (Both),8/21/2007,YES,P,512167,SEDT,TOP,15.2,0,1,,,CORE,7753
NLA06608-0343,1,PROB_Lake,Target_Sampled,YES (Both),8/21/2007,YES,P,512168,SEDB,BOT,15.2,12.2,13.2,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,7753
NLA06608-0344,1,PROB_Lake,Target_Sampled,YES (Top only),7/5/2007,YES,P,504447,SEDT,TOP,38,0,1,,,CORE,7754
NLA06608-0345,1,PROB_Lake,Target_Sampled,YES (Top only),6/21/2007,YES,P,515077,SEDT,TOP,42,0,1,,,CORE,7755
NLA06608-0350,1,PROB_Lake,Target_Sampled,YES (Both),8/9/2007,YES,P,514887,SEDT,TOP,25,0,1,,,CORE,7756
NLA06608-0350,1,PROB_Lake,Target_Sampled,YES (Both),8/9/2007,YES,P,514888,SEDB,BOT,25,22,23,,,CORE,7756
NLA06608-0354,1,PROB_Lake,Target_Sampled,YES (Top only),7/19/2007,YES,P,505477,SEDT,TOP,33,0,1,,,CORE,7757
NLA06608-0354,1,PROB_Lake,Target_Sampled,YES (Top only),7/19/2007,YES,P,505478,SEDB,BOT,33,,,K,"BOTTOM NOT SAMPLED, WATER BODY IS RESERVOIR.",CORE,7757
NLA06608-0356,1,PROB_Lake,Target_Sampled,YES (Top only),7/16/2007,YES,P,504847,SEDT,TOP,32,0,1,,,CORE,7758
NLA06608-0357,1,PROB_Lake,Target_Sampled,YES (Top only),7/27/2007,YES,P,507027,SEDT,TOP,20,0,1,,,CORE,7759
NLA06608-0357,1,PROB_Lake,Target_Sampled,YES (Top only),7/27/2007,YES,P,507028,SEDB,BOT,20,,,K,DID NOT COLLECT SAMPLE - RESERVOIR,CORE,7759
NLA06608-0358,1,PROB_Lake,Target_Sampled,YES (Both),7/17/2007,YES,P,505467,SEDT,TOP,36,0,1,,,CORE,7760
NLA06608-0358,1,PROB_Lake,Target_Sampled,YES (Both),7/17/2007,YES,P,505468,SEDB,BOT,36,33,34,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,7760
NLA06608-0359,1,PROB_Lake,Target_Sampled,YES (Both),7/10/2007,YES,P,503067,SEDT,TOP,38.1,0,1,,,CORE,7761
NLA06608-0359,1,PROB_Lake,Target_Sampled,YES (Both),7/10/2007,YES,P,503068,SEDB,BOT,38.1,,,,,CORE,7761
NLA06608-0361,1,PROB_Lake,Target_Sampled,YES (Top only),7/15/2007,YES,P,507337,SEDT,TOP,46,0,1,,,CORE,7762
NLA06608-0363,1,PROB_Lake,Target_Sampled,YES (Both),7/21/2007,YES,P,511527,SEDT,TOP,36.5,0,1,,,CORE,7763
NLA06608-0363,1,PROB_Lake,Target_Sampled,YES (Both),7/21/2007,YES,P,511528,SEDB,BOT,36.5,33,34,,,CORE,7763
NLA06608-0366,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,502097,SEDT,TOP,40.5,0,1,,,CORE,7764
NLA06608-0366,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,502098,SEDB,BOT,40.5,37.5,38.5,,,CORE,7764
NLA06608-0367,1,PROB_Lake,Target_Sampled,YES (Top only),8/23/2007,YES,P,508977,SEDT,TOP,8,0,1,F1,RESERVOIR,CORE,7765
NLA06608-0369,1,PROB_Lake,Target_Sampled,YES (Both),7/26/2007,YES,P,505587,SEDT,TOP,26.2,0,1,,,CORE,7766
NLA06608-0369,1,PROB_Lake,Target_Sampled,YES (Both),7/26/2007,YES,P,505588,SEDB,BOT,26.2,24,25,,,CORE,7766
NLA06608-0372,1,PROB_Lake,Target_Sampled,YES (Top only),8/3/2007,YES,P,502037,SEDT,TOP,37.5,0,1,F1,FIRST TRY! THIN BLACK LAYER ON SURFACE. STRONG H2S SMELL ADDED EXTRA WEIGHT TO CORE MESSANYER.,CORE,7767
NLA06608-0373,1,PROB_Lake,Target_Sampled,YES (Top only),7/12/2007,YES,P,504837,SEDT,TOP,1.1,0,1,,,CORE,7768
NLA06608-0376,1,PROB_Lake,Target_Sampled,NO,,YES,,,,,,,,K,NO CORE SAMPLE COLLECTED,CORE,
NLA06608-0377,1,PROB_Lake,Target_Sampled,YES (Top only),7/12/2007,YES,P,502507,SEDT,TOP,33,0,1,,,CORE,7770
NLA06608-0378,1,PROB_Lake,Target_Sampled,YES (Top only),6/26/2007,YES,P,514077,SEDT,TOP,51,0,1,,,CORE,7771
NLA06608-0384,1,PROB_Lake,Target_Sampled,YES (Both),6/28/2007,YES,P,503477,SEDT,TOP,26,0,1,,,CORE,7772
NLA06608-0384,1,PROB_Lake,Target_Sampled,YES (Both),6/28/2007,YES,P,503478,SEDB,BOT,26,23,24,,,CORE,7772
NLA06608-0385,1,PROB_Lake,Target_Sampled,YES (Both),7/6/2007,YES,P,510637,SEDT,TOP,25,0,1,,,CORE,7773
NLA06608-0385,1,PROB_Lake,Target_Sampled,YES (Both),7/6/2007,YES,P,510638,SEDB,BOT,25,22,23,,,CORE,7773
NLA06608-0386,1,PROB_Lake,Target_Sampled,YES (Top only),8/7/2007,YES,P,506057,SEDT,TOP,14,0,1,,,CORE,7774
NLA06608-0388,1,PROB_Lake,Target_Sampled,NO,8/16/2007,YES,P,515787,SEDT,TOP,,,,K,NO SAMPLE,CORE,7775
NLA06608-0388,2,PROB_Lake,Target_Sampled,NO,8/26/2007,NO,P,515587,SEDT,TOP,,,,K,NOT COLLECTED; ACCESS DENIED AFTER INDEX MEASUREMENTS,CORE,7776
NLA06608-0393,1,PROB_Lake,Target_Sampled,YES (Top only),7/23/2007,YES,P,507147,SEDT,TOP,14.5,0,1,,,CORE,7778
NLA06608-0395,1,PROB_Lake,Target_Sampled,YES (Top only),6/27/2007,YES,P,505997,SEDT,TOP,4.5,0,1,,,CORE,7779
NLA06608-0399,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,507907,SEDT,TOP,26.5,0,1,,,CORE,7780
NLA06608-0399,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,507908,SEDB,BOT,26.5,23,24,,,CORE,7780
NLA06608-0401,1,PROB_Lake,Target_Sampled,YES (Both),8/27/2007,YES,P,513087,SEDT,TOP,43,0,1,,,CORE,7781
NLA06608-0401,1,PROB_Lake,Target_Sampled,YES (Both),8/27/2007,YES,P,513088,SEDB,BOT,43,40,41,,,CORE,7781
NLA06608-0402,1,PROB_Lake,Target_Sampled,NO,6/26/2007,YES,P,505807,SEDT,TOP,,,,K,NO SAMPLES DUE TO HARD SUBSTRATE - MULTIPLE LOCATIONS ATTEMPTED,CORE,7782
NLA06608-0402,2,PROB_Lake,Target_Sampled,YES (Top only),9/6/2007,NO,P,517297,SEDT,TOP,15,0,1,,,CORE,7783
NLA06608-0403,1,PROB_Lake,Target_Sampled,YES (Both),8/6/2007,YES,P,508418,SEDT,TOP,22,0,1,,,CORE,7784
NLA06608-0403,1,PROB_Lake,Target_Sampled,YES (Both),8/6/2007,YES,P,508417,SEDB,BOT,22,18,19,F1; IM,"f1: 22 CM CORE ESTIMATE. IM: INTERVAL TO CHANGED (18), ASSUMING 1 CM SLICE TAKEN",CORE,7784
NLA06608-0405,1,PROB_Lake,Target_Sampled,YES (Top only),8/30/2007,YES,P,517077,SEDT,TOP,6,0,1,,,CORE,7785
NLA06608-0406,1,PROB_Lake,Target_Sampled,YES (Top only),8/21/2007,YES,P,512087,SEDT,TOP,5,0,1,,,CORE,7786
NLA06608-0407,1,PROB_Lake,Target_Sampled,YES (Both),7/23/2007,YES,P,503877,SEDT,TOP,24,0,1,IM,CORE LENGTH ESTIMATED FROM BOTTOM INTERVAL,CORE,7787
NLA06608-0407,1,PROB_Lake,Target_Sampled,YES (Both),7/23/2007,YES,P,503878,SEDB,BOT,24,21,22,IM,CORE LENGTH ESTIMATED FROM BOTTOM INTERVAL,CORE,7787
NLA06608-0408,1,PROB_Lake,Target_Sampled,YES (Top only),6/20/2007,YES,P,502557,SEDT,TOP,13,0,1,,,CORE,7788
NLA06608-0413,1,PROB_Lake,Target_Sampled,YES (Top only),6/27/2007,YES,P,506767,SEDT,TOP,21,0,1,,,CORE,7789
NLA06608-0414,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,505317,SEDT,TOP,16.5,0,1,,,CORE,7790
NLA06608-0414,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,505318,SEDB,BOT,16.5,13.5,14.5,,,CORE,7790
NLA06608-0418,1,PROB_Lake,Target_Sampled,YES (Both),7/19/2007,YES,P,507247,SEDT,TOP,47,0,1,,,CORE,7791
NLA06608-0418,1,PROB_Lake,Target_Sampled,YES (Both),7/19/2007,YES,P,507248,SEDB,BOT,47,44,45,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,7791
NLA06608-0421,1,PROB_Lake,Target_Sampled,YES (Top only),6/28/2007,YES,P,504947,SEDT,TOP,35,0,1,,,CORE,7792
NLA06608-0425,1,PROB_Lake,Target_Sampled,YES (Top only),8/1/2007,YES,P,504027,SEDT,TOP,45.5,0,1,G1,BEAUTIFUL CORE,CORE,7793
NLA06608-0426,1,PROB_Lake,Target_Sampled,YES (Both),9/17/2007,YES,P,516397,SEDT,TOP,57.5,0,1,,,CORE,7794
NLA06608-0426,1,PROB_Lake,Target_Sampled,YES (Both),9/17/2007,YES,P,516398,SEDB,BOT,57.5,54.5,55.5,,,CORE,7794
NLA06608-0432,1,PROB_Lake,Target_Sampled,YES (Top only),7/16/2007,YES,P,506567,SEDT,TOP,27,0,1,,,CORE,7795
NLA06608-0433,1,PROB_Lake,Target_Sampled,YES (Both),8/9/2007,YES,P,503917,SEDT,TOP,16,0,1,,,CORE,7796
NLA06608-0433,1,PROB_Lake,Target_Sampled,YES (Both),8/9/2007,YES,P,503918,SEDB,BOT,16,13,14,,,CORE,7796
NLA06608-0435,1,PROB_Lake,Target_Sampled,YES (Top only),7/23/2007,YES,P,506587,SEDT,TOP,31.5,0,1,,,CORE,7797
NLA06608-0435,1,PROB_Lake,Target_Sampled,YES (Top only),7/23/2007,YES,P,506588,SEDB,BOT,31.5,28.5,29.5,IM,SAMPLE LOST (NO LAB DATA),CORE,7797
NLA06608-0436,1,PROB_Lake,Target_Sampled,YES (Top only),9/5/2007,YES,P,516637,SEDT,TOP,22,0,1,,,CORE,7798
NLA06608-0439,1,PROB_Lake,Lake_Shallow,YES (Both),6/27/2007,YES,P,514017,SEDT,TOP,20,0,1,,,CORE,7799
NLA06608-0439,1,PROB_Lake,Lake_Shallow,YES (Both),6/27/2007,YES,P,514018,SEDB,BOT,20,17,18,,,CORE,7799
NLA06608-0440,1,PROB_Lake,Target_Sampled,YES (Top only),8/8/2007,YES,P,507637,SEDT,TOP,30,0,1,,,CORE,7800
NLA06608-0442,1,PROB_Lake,Target_Sampled,YES (Both),8/14/2007,YES,P,512517,SEDT,TOP,32,0,1,,,CORE,7801
NLA06608-0442,1,PROB_Lake,Target_Sampled,YES (Both),8/14/2007,YES,P,512518,SEDB,BOT,32,29,30,,,CORE,7801
NLA06608-0444,1,PROB_Lake,Target_Sampled,YES (Top only),7/12/2007,YES,P,502227,SEDT,TOP,,0,1,K,"TEAM LOST INDEX FORM, FORM FILLED OUT BY IM 12/18/2007",CORE,7802
NLA06608-0445,1,PROB_Lake,Target_Sampled,YES (Top only),6/28/2007,YES,P,515037,SEDT,TOP,8,0,1,,,CORE,7803
NLA06608-0447,1,PROB_Lake,Target_Sampled,YES (Top only),8/25/2007,YES,P,509727,SEDT,TOP,31,0,1,,,CORE,7804
NLA06608-0449,1,PROB_Lake,Target_Sampled,YES (Both),7/26/2007,YES,P,508507,SEDT,TOP,61,0,1,,,CORE,7805
NLA06608-0449,1,PROB_Lake,Target_Sampled,YES (Both),7/26/2007,YES,P,508508,SEDB,BOT,61,58,59,F2,WE TRIED 4 TIMES FOR A CORE BETWEEN 35 & 45CM; THIS CORE WAS THE ENTIRE LENGTH OF TUBE.,CORE,7805
NLA06608-0452,1,PROB_Lake,Target_Sampled,YES (Top only),6/15/2007,YES,P,502238,SEDT,TOP,,0,1,IM,CORE LENGTH NOT RECORDED (ONLY TOP COLLECTED),CORE,7806
NLA06608-0453,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,507187,SEDT,TOP,7,0,1,,,CORE,7807
NLA06608-0453,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,507188,SEDB,BOT,7,5,6,,,CORE,7807
NLA06608-0454,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,503817,SEDT,TOP,43,0,1,,,CORE,7808
NLA06608-0454,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,503818,SEDB,BOT,43,40,41,,,CORE,7808
NLA06608-0456,1,PROB_Lake,Target_Sampled,YES (Top only),8/9/2007,YES,P,503927,SEDT,TOP,40,0,1,,,CORE,7809
NLA06608-0458,1,PROB_Lake,Target_Sampled,YES (Top only),7/25/2007,YES,P,502887,SEDT,TOP,5,0,1,,,CORE,7810
NLA06608-0459,1,PROB_Lake,Target_Sampled,YES (Top only),7/16/2007,YES,P,507707,SEDT,TOP,8.5,0,1,,,CORE,7811
NLA06608-0462,1,PROB_Lake,Target_Sampled,YES (Both),8/20/2007,YES,P,509657,SEDT,TOP,17,0,1,F1,ALGAL MAT GROWING ON SURFACE OF SEDIMENTS - HAD TO GET SEDIMENT CORE.,CORE,7812
NLA06608-0462,1,PROB_Lake,Target_Sampled,YES (Both),8/20/2007,YES,P,509658,SEDB,BOT,17,15,17,,,CORE,7812
NLA06608-0463,1,PROB_Lake,Target_Sampled,YES (Top only),8/19/2007,YES,P,515387,SEDT,TOP,29.5,0,1,,,CORE,7813
NLA06608-0467,1,PROB_Lake,Target_Sampled,YES (Both),7/9/2007,YES,P,505157,SEDT,TOP,30.5,0,1,,,CORE,7815
NLA06608-0467,1,PROB_Lake,Target_Sampled,YES (Both),7/9/2007,YES,P,505158,SEDB,BOT,30.5,27.5,28.5,,,CORE,7815
NLA06608-0468,1,PROB_Lake,Target_Sampled,YES (Both),8/1/2007,YES,P,510647,SEDT,TOP,36.5,0,1,IM,CORE LENGTH CHANGED (365),CORE,7816
NLA06608-0468,1,PROB_Lake,Target_Sampled,YES (Both),8/1/2007,YES,P,510648,SEDB,BOT,36.5,34,35,IM,CORE LENGTH CHANGED (365),CORE,7816
NLA06608-0469,1,PROB_Lake,Target_Sampled,YES (Both),8/29/2007,YES,P,513467,SEDT,TOP,39.5,0,1,,,CORE,7817
NLA06608-0469,1,PROB_Lake,Target_Sampled,YES (Both),8/29/2007,YES,P,513468,SEDB,BOT,39.5,36.5,37.5,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,7817
NLA06608-0470,1,PROB_Lake,Target_Sampled,YES (Both),7/24/2007,YES,P,507287,SEDT,TOP,41,0,1,,,CORE,7818
NLA06608-0470,1,PROB_Lake,Target_Sampled,YES (Both),7/24/2007,YES,P,507288,SEDB,BOT,41,38,39,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,7818
NLA06608-0471,1,PROB_Lake,Target_Sampled,YES (Both),6/25/2007,YES,P,506738,SEDT,TOP,48,0,1,,,CORE,7819
NLA06608-0471,1,PROB_Lake,Target_Sampled,YES (Both),6/25/2007,YES,P,506737,SEDB,BOT,48,45,46,,,CORE,7819
NLA06608-0472,1,PROB_Lake,Target_Sampled,YES (Top only),7/16/2007,YES,P,507477,SEDT,TOP,50,0,1,,,CORE,7820
NLA06608-0473,1,PROB_Lake,Target_Sampled,YES (Top only),6/19/2007,YES,P,505697,SEDT,TOP,32,0,1,,,CORE,7821
NLA06608-0479,1,PROB_Lake,Target_Sampled,YES (Top only),8/16/2007,YES,P,505437,SEDT,TOP,29.2,0,1,,,CORE,7822
NLA06608-0480,1,PROB_Lake,Target_Sampled,NO,8/24/2007,YES,P,513237,SEDT,TOP,,0,1,K,NO SAMPLE - ROCKY BOTTOM.,CORE,7823
NLA06608-0480,2,PROB_Lake,Target_Sampled,YES (Top only),9/25/2007,NO,P,517597,SEDT,TOP,18,0,1,,,CORE,7824
NLA06608-0483,1,PROB_Lake,Target_Sampled,YES (Top only),7/11/2007,YES,P,514537,SEDT,TOP,58,0,1,,,CORE,7825
NLA06608-0484,1,PROB_Lake,Target_Sampled,YES (Top only),7/12/2007,YES,P,507077,SEDT,TOP,35,0,1,,,CORE,7826
NLA06608-0488,1,PROB_Lake,Target_Sampled,YES (Top only),7/19/2007,YES,P,504927,SEDT,TOP,51,0,1,,,CORE,7827
NLA06608-0489,1,PROB_Lake,Target_Sampled,YES (Top only),7/10/2007,YES,P,504557,SEDT,TOP,35,0,1,,,CORE,7828
NLA06608-0491,1,PROB_Lake,Target_Sampled,YES (Both),7/17/2007,YES,P,512817,SEDT,TOP,19.5,0,1,,,CORE,7830
NLA06608-0491,1,PROB_Lake,Target_Sampled,YES (Both),7/17/2007,YES,P,512818,SEDB,BOT,19.5,14.5,15.5,,,CORE,7830
NLA06608-0493,1,PROB_Lake,Target_Sampled,YES (Top only),7/11/2007,YES,P,506487,SEDT,TOP,45,0,1,,,CORE,7831
NLA06608-0494,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,503617,SEDT,TOP,18,0,1,,,CORE,7832
NLA06608-0494,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,503618,SEDB,BOT,18,14,16,,,CORE,7832
NLA06608-0495,1,PROB_Lake,Target_Sampled,YES (Top only),9/5/2007,YES,P,513837,SEDT,TOP,22.8,0,1,,,CORE,7833
NLA06608-0496,1,PROB_Lake,Target_Sampled,YES (Top only),6/23/2007,YES,P,514087,SEDT,TOP,17.5,0,1,,,CORE,7834
NLA06608-0497,1,PROB_Lake,Target_Sampled,YES (Top only),8/17/2007,YES,P,511847,SEDT,TOP,35.2,0,1,,,CORE,7835
NLA06608-0498,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,512217,SEDT,TOP,43,0,1,,,CORE,7836
NLA06608-0498,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,512218,SEDB,BOT,43,40,41,K,,CORE,7836
NLA06608-0500,1,PROB_Lake,Target_Sampled,YES (Top only),9/14/2007,YES,P,507967,SEDT,TOP,22,0,1,,,CORE,7837
NLA06608-0501,1,PROB_Lake,Target_Sampled,YES (Top only),7/24/2007,YES,P,507167,SEDT,TOP,14.4,0,1,,,CORE,7838
NLA06608-0502,1,PROB_Lake,Target_Sampled,YES (Both),8/18/2007,YES,P,515738,SEDT,TOP,33.5,0,1,,,CORE,7839
NLA06608-0502,1,PROB_Lake,Target_Sampled,YES (Both),8/18/2007,YES,P,515737,SEDB,BOT,33.5,30.5,31.5,,,CORE,7839
NLA06608-0503,1,PROB_Lake,Target_Sampled,YES (Both),8/1/2007,YES,P,512887,SEDT,TOP,14,0,1,,,CORE,7840
NLA06608-0503,1,PROB_Lake,Target_Sampled,YES (Both),8/1/2007,YES,P,512888,SEDB,BOT,14,11,12,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,7840
NLA06608-0508,1,PROB_Lake,Lake_Shallow,YES (Both),7/10/2007,YES,P,502467,SEDT,TOP,19,0,1,,,CORE,7842
NLA06608-0508,1,PROB_Lake,Lake_Shallow,YES (Both),7/10/2007,YES,P,502468,SEDB,BOT,19,16,17,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,7842
NLA06608-0509,1,PROB_Lake,Target_Sampled,YES (Top only),6/20/2007,YES,P,502517,SEDT,TOP,40,0,1,F3,FINISHED AT 1138,CORE,7843
NLA06608-0510,1,PROB_Lake,Target_Sampled,YES (Both),6/27/2007,YES,P,503467,SEDT,TOP,41,0,1,,,CORE,7844
NLA06608-0510,1,PROB_Lake,Target_Sampled,YES (Both),6/27/2007,YES,P,503468,SEDB,BOT,41,38,39,,,CORE,7844
NLA06608-0511,1,PROB_Lake,Target_Sampled,YES (Top only),9/6/2007,YES,P,512207,SEDT,TOP,36.4,0,1,,,CORE,7845
NLA06608-0512,1,PROB_Lake,Target_Sampled,YES (Both),8/13/2007,YES,P,512457,SEDT,TOP,31,0,1,,,CORE,7846
NLA06608-0512,1,PROB_Lake,Target_Sampled,YES (Both),8/13/2007,YES,P,512458,SEDB,BOT,31,28,29,,,CORE,7846
NLA06608-0514,1,PROB_Lake,Target_Sampled,YES (Top only),7/24/2007,YES,P,502527,SEDT,TOP,18.4,0,1,,,CORE,7847
NLA06608-0515,1,PROB_Lake,Target_Sampled,YES (Both),6/28/2007,YES,P,514177,SEDT,TOP,39.5,0,1,,,CORE,7848
NLA06608-0515,1,PROB_Lake,Target_Sampled,YES (Both),6/28/2007,YES,P,514178,SEDB,BOT,39.5,36.5,37.5,,,CORE,7848
NLA06608-0523,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,512897,SEDT,TOP,24,0,1,IM,CORE LENGTH ESTIMATED FROM BOTTOM INTERVAL,CORE,7849
NLA06608-0523,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,512898,SEDB,BOT,24,21,22,IM,CORE LENGTH ESTIMATED FROM BOTTOM INTERVAL,CORE,7849
NLA06608-0526,1,PROB_Lake,Target_Sampled,YES (Both),7/18/2007,YES,P,506677,SEDT,TOP,42,0,1,,,CORE,7850
NLA06608-0526,1,PROB_Lake,Target_Sampled,YES (Both),7/18/2007,YES,P,506678,SEDB,BOT,42,40,41,,,CORE,7850
NLA06608-0528,1,PROB_Lake,Target_Sampled,YES (Top only),6/28/2007,YES,P,504907,SEDT,TOP,14,0,1,,,CORE,7851
NLA06608-0529,1,PROB_Lake,Target_Sampled,YES (Both),9/4/2007,YES,P,517817,SEDT,TOP,50,0,1,,,CORE,7852
NLA06608-0529,1,PROB_Lake,Target_Sampled,YES (Both),9/4/2007,YES,P,517818,SEDB,BOT,50,47,48,,,CORE,7852
NLA06608-0530,1,PROB_Lake,Target_Sampled,YES (Lost sample),8/7/2007,YES,P,508457,SEDT,TOP,11,0,1,K,"WHILE PREPARING TO SHIP SOME OF THE SAMPLES IN THE FIELD, WE LOST THE SEDIMENT SAMPLE.",CORE,7853
NLA06608-0531,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,505227,SEDT,TOP,27.7,0,1,,,CORE,7854
NLA06608-0531,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,505228,SEDB,BOT,27.7,24,25,,,CORE,7854
NLA06608-0533,1,PROB_Lake,Target_Sampled,YES (Top only),7/18/2007,YES,P,505027,SEDT,TOP,23,0,1,,,CORE,7855
NLA06608-0537,1,PROB_Lake,Target_Sampled,YES (Top only),6/6/2007,YES,P,502647,SEDT,TOP,55,0,1,,,CORE,7856
NLA06608-0540,1,PROB_Lake,Target_Sampled,YES (Top only),8/27/2007,YES,P,509907,SEDT,TOP,30,0,1,,,CORE,7857
NLA06608-0541,1,PROB_Lake,Target_Sampled,YES (Top only),7/12/2007,YES,P,514257,SEDT,TOP,35,0,1,,,CORE,7858
NLA06608-0542,1,PROB_Lake,Target_Sampled,YES (Both),8/30/2007,YES,P,513567,SEDT,TOP,38,0,1,,,CORE,7859
NLA06608-0542,1,PROB_Lake,Target_Sampled,YES (Both),8/30/2007,YES,P,513568,SEDB,BOT,38,35,36,,,CORE,7859
NLA06608-0546,1,PROB_Lake,Target_Sampled,YES (Both),7/18/2007,YES,P,513137,SEDT,TOP,37,0,1,,,CORE,7860
NLA06608-0546,1,PROB_Lake,Target_Sampled,YES (Both),7/18/2007,YES,P,513138,SEDB,BOT,37,34,35,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,7860
NLA06608-0547,1,PROB_Lake,Target_Sampled,YES (Top only),7/31/2007,YES,P,506577,SEDT,TOP,13,0,1,,,CORE,7861
NLA06608-0547,1,PROB_Lake,Target_Sampled,YES (Top only),7/31/2007,YES,P,506578,SEDB,BOT,13,11,12,K,APPARENT RESERVOIR-- BOTTOM SAMPLE MAY NOT HAVE BEEN SHIPPED,CORE,7861
NLA06608-0550,1,PROB_Lake,Target_Sampled,YES (Both),8/1/2007,YES,P,504387,SEDT,TOP,,0,1,IM,CORE LENGTH NOT RECORDED,CORE,7862
NLA06608-0550,1,PROB_Lake,Target_Sampled,YES (Both),8/1/2007,YES,P,504388,SEDB,BOT,,,,IM,CORE LENGTH AND BOTTOM INTERVALS NOT RECORDED,CORE,7862
NLA06608-0551,1,PROB_Lake,Target_Sampled,YES (Top only),8/20/2007,YES,P,509447,SEDT,TOP,12,0,1,,,CORE,7863
NLA06608-0551,1,PROB_Lake,Target_Sampled,YES (Top only),8/20/2007,YES,P,509448,SEDB,BOT,12,,,F1; IM,F1=UNABLE TO GET CORE >12CM.  IM=No lab data for bottom sample,CORE,7863
NLA06608-0555,1,PROB_Lake,Target_Sampled,YES (Both),7/23/2007,YES,P,506937,SEDT,TOP,35.8,0,1,,,CORE,7864
NLA06608-0555,1,PROB_Lake,Target_Sampled,YES (Both),7/23/2007,YES,P,506938,SEDB,BOT,35.8,32.8,33.8,,,CORE,7864
NLA06608-0558,1,PROB_Lake,Target_Sampled,YES (Both),8/9/2007,YES,P,506968,SEDT,TOP,47,0,1,,,CORE,7865
NLA06608-0558,1,PROB_Lake,Target_Sampled,YES (Both),8/9/2007,YES,P,506967,SEDB,BOT,47,44,45,,,CORE,7865
NLA06608-0560,1,PROB_Lake,Target_Sampled,YES (Top only),9/12/2007,YES,P,507667,SEDT,TOP,57.5,0,1,,,CORE,7866
NLA06608-0561,1,PROB_Lake,Target_Sampled,YES (Both),8/9/2007,YES,P,513757,SEDT,TOP,38.1,0,1,,,CORE,7867
NLA06608-0561,1,PROB_Lake,Target_Sampled,YES (Both),8/9/2007,YES,P,513758,SEDB,BOT,38.1,35.1,36.1,,,CORE,7867
