SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,SAMPLED_CORE,DATECORE,INDXSAMP_CORE,SAMPLE_CATEGORY,SAMPLE_ID,SAMPLE_TYPE,SAMPLE_CLASS,CORE_LENGTH,INTERVAL_FROM,INTERVAL_TO,FLAG_FLD_CORE,COMMENT_FLD_CORE,DATATYPE,VISIT_ID
NLA06608-1811,1,PROB_Lake,Target_Sampled,YES (Both),6/25/2007,YES,P,514238,SEDB,BOT,20,17,18,,,CORE,8447
NLA06608-1812,1,PROB_Lake,Target_Sampled,YES (Top only),8/27/2007,YES,P,515577,SEDT,TOP,15,0,1,,,CORE,8448
NLA06608-1818,1,PROB_Lake,Target_Sampled,YES (Both),7/10/2007,YES,P,510527,SEDT,TOP,53,0,1,,,CORE,8449
NLA06608-1818,1,PROB_Lake,Target_Sampled,YES (Both),7/10/2007,YES,P,510528,SEDB,BOT,53,50,51,,,CORE,8449
NLA06608-1821,1,PROB_Lake,Target_Sampled,YES (Top only),8/9/2007,YES,P,507097,SEDT,TOP,26.9,0,1,,,CORE,8450
NLA06608-1824,1,PROB_Lake,Target_Sampled,YES (Top only),7/25/2007,YES,P,512317,SEDT,TOP,27,0,1,,,CORE,8451
NLA06608-1825,1,PROB_Lake,Target_Sampled,YES (Both),9/11/2007,YES,P,511497,SEDT,TOP,32,0,1,,,CORE,8452
NLA06608-1825,1,PROB_Lake,Target_Sampled,YES (Both),9/11/2007,YES,P,511498,SEDB,BOT,32,30,31,,,CORE,8452
NLA06608-1835,1,PROB_Lake,Target_Sampled,YES (Both),7/24/2007,YES,P,507547,SEDT,TOP,38,0,1,,,CORE,8453
NLA06608-1835,1,PROB_Lake,Target_Sampled,YES (Both),7/24/2007,YES,P,507548,SEDB,BOT,38,35,36,,,CORE,8453
NLA06608-1836,1,PROB_Lake,Target_Sampled,YES (Both),8/13/2007,YES,P,509217,SEDT,TOP,32,0,1,,,CORE,8454
NLA06608-1836,1,PROB_Lake,Target_Sampled,YES (Both),8/13/2007,YES,P,509218,SEDB,BOT,32,29,30,,,CORE,8454
NLA06608-1839,1,PROB_Lake,Target_Sampled,YES (Top only),9/20/2007,YES,P,509687,SEDT,TOP,24,0,1,,,CORE,8455
NLA06608-1840,1,PROB_Lake,Target_Sampled,YES (Top only),8/15/2007,YES,P,509487,SEDT,TOP,,0,1,F1,"NO CORE LENGTH RECORDED, SHOULD NOT BE CRITICAL THOUGH BECAUSE NO BOTTOM SECTION WAS TAKEN FOR THIS LAKE AS IT WAS A RESERVOIR",CORE,8456
NLA06608-1851,1,PROB_Lake,Target_Sampled,YES (Top only),8/21/2007,YES,P,505077,SEDT,TOP,33.4,0,1,,,CORE,8458
NLA06608-1856,1,PROB_Lake,Target_Sampled,YES (Top only),7/24/2007,YES,P,504137,SEDT,TOP,24,0,1,,,CORE,8459
NLA06608-1856,1,PROB_Lake,Target_Sampled,YES (Top only),7/24/2007,YES,P,504138,SEDB,BOT,24,,,K,APPARENT RESERVOIR-- BOTTOM SAMPLE NOT COLLECTED,CORE,8459
NLA06608-1857,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,504117,SEDT,TOP,43,0,1,,,CORE,8460
NLA06608-1857,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,504118,SEDB,BOT,43,40,41,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,8460
NLA06608-1861,1,PROB_Lake,Target_Sampled,YES (Both),8/1/2007,YES,P,507197,SEDT,TOP,19,0,1,,,CORE,8461
NLA06608-1861,1,PROB_Lake,Target_Sampled,YES (Both),8/1/2007,YES,P,507198,SEDB,BOT,19,17,18,,,CORE,8461
NLA06608-1862,1,PROB_Lake,Target_Sampled,YES (Top only),7/12/2007,YES,P,510827,SEDT,TOP,20,0,1,,,CORE,8462
NLA06608-1863,1,PROB_Lake,Target_Sampled,YES (Top only),9/7/2007,YES,P,517167,SEDT,TOP,31,0,1,,,CORE,8463
NLA06608-1866,1,PROB_Lake,Target_Sampled,YES (Top only),7/23/2007,YES,P,509287,SEDT,TOP,21,0,1,,,CORE,8464
NLA06608-1867,1,PROB_Lake,Target_Sampled,YES (Both),7/18/2007,YES,P,512827,SEDT,TOP,35,0,1,,,CORE,8465
NLA06608-1867,1,PROB_Lake,Target_Sampled,YES (Both),7/18/2007,YES,P,512828,SEDB,BOT,35,32,33,,,CORE,8465
NLA06608-1868,1,PROB_Lake,Target_Sampled,YES (Top only),8/15/2007,YES,P,513927,SEDT,TOP,10,0,1,,,CORE,8466
NLA06608-1871,1,PROB_Lake,Target_Sampled,YES (Top only),7/19/2007,YES,P,507277,SEDT,TOP,13.5,0,1,,,CORE,8467
NLA06608-1873,1,PROB_Lake,Target_Sampled,YES (Lost sample),9/11/2007,YES,P,517678,SEDT,TOP,19,0,1,K,RESERVOIR (ONLY TOP SLICE COLLECTED),CORE,8468
NLA06608-1873,1,PROB_Lake,Target_Sampled,YES (Lost sample),9/11/2007,YES,P,517677,SEDB,BOT,19,0,1,K,RESERVOIR--NO BOTTOM SAMPLE,CORE,8468
NLA06608-1874,1,PROB_Lake,Target_Sampled,YES (Top only),8/14/2007,YES,P,504067,SEDT,TOP,45,0,1,,,CORE,8469
NLA06608-1879,1,PROB_Lake,Target_Sampled,YES (Both),8/22/2007,YES,P,512417,SEDT,TOP,20.32,0,1,,,CORE,8470
NLA06608-1879,1,PROB_Lake,Target_Sampled,YES (Both),8/22/2007,YES,P,512418,SEDB,BOT,20.32,17.32,18.32,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,8470
NLA06608-1884,1,PROB_Lake,Target_Sampled,YES (Top only),7/18/2007,YES,P,507527,SEDT,TOP,47,0,1,,,CORE,8472
NLA06608-1893,1,PROB_Lake,Target_Sampled,YES (Top only),7/12/2007,YES,P,504817,SEDT,TOP,6,0,1,,,CORE,8474
NLA06608-1894,1,PROB_Lake,Target_Sampled,YES (Both),8/8/2007,YES,P,508237,SEDT,TOP,35,0,1,,,CORE,8475
NLA06608-1894,1,PROB_Lake,Target_Sampled,YES (Both),8/8/2007,YES,P,508238,SEDB,BOT,35,33,35,,,CORE,8475
NLA06608-1906,1,PROB_Lake,Target_Sampled,YES (Both),7/20/2007,YES,P,513857,SEDT,TOP,,0,1,IM,CORE LENGTH NOT RECORDED (TOP ONLY),CORE,8477
NLA06608-1906,1,PROB_Lake,Target_Sampled,YES (Both),7/20/2007,YES,P,513858,SEDB,BOT,,,,IM,CORE LENGTH NOT RECORDED (TOP ONLY),CORE,8477
NLA06608-1908,1,PROB_Lake,Target_Sampled,YES (Top only),8/7/2007,YES,P,509407,SEDT,TOP,27,0,1,,,CORE,8478
NLA06608-1910,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,510697,SEDT,TOP,32,0,1,,,CORE,8479
NLA06608-1910,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,510698,SEDB,BOT,32,27,32,,,CORE,8479
NLA06608-1930,1,PROB_Lake,Target_Sampled,YES (Top only),7/24/2007,YES,P,507207,SEDT,TOP,40,0,1,,,CORE,8481
NLA06608-1936,1,PROB_Lake,Target_Sampled,YES (Top only),9/13/2007,YES,P,512067,SEDT,TOP,50,0,1,,,CORE,8482
NLA06608-1948,1,PROB_Lake,Target_Sampled,YES (Both),8/21/2007,YES,P,509147,SEDT,TOP,34,0,1,,,CORE,8483
NLA06608-1948,1,PROB_Lake,Target_Sampled,YES (Both),8/21/2007,YES,P,509148,SEDB,BOT,34,31,32,,,CORE,8483
NLA06608-1953,1,PROB_Lake,Target_Sampled,YES (Both),8/25/2007,YES,P,508207,SEDT,TOP,33,0,1,,,CORE,8484
NLA06608-1953,1,PROB_Lake,Target_Sampled,YES (Both),8/25/2007,YES,P,508208,SEDB,BOT,33,30,31,,,CORE,8484
NLA06608-1958,1,PROB_Lake,Target_Sampled,YES (Top only),8/27/2007,YES,P,509807,SEDT,TOP,7,0,1,,,CORE,8485
NLA06608-1959,1,PROB_Lake,Target_Sampled,NO,6/11/2007,YES,P,503087,SEDT,TOP,,0,1,K,NONE COLLECTED,CORE,8486
NLA06608-1960,1,PROB_Lake,Target_Sampled,YES (Top only),8/23/2007,YES,P,513547,SEDT,TOP,25,0,1,,,CORE,8487
NLA06608-1968,1,PROB_Lake,Target_Sampled,YES (Top only),8/23/2007,YES,P,504297,SEDT,TOP,14,0,1,,,CORE,8488
NLA06608-1975,1,PROB_Lake,Target_Sampled,YES (Both),8/8/2007,YES,P,513767,SEDT,TOP,37,0,1,,,CORE,8489
NLA06608-1975,1,PROB_Lake,Target_Sampled,YES (Both),8/8/2007,YES,P,513768,SEDB,BOT,37,32,33,,,CORE,8489
NLA06608-1985,1,PROB_Lake,Target_Sampled,YES (Both),7/21/2007,YES,P,507747,SEDT,TOP,41,0,1,,,CORE,8491
NLA06608-1985,1,PROB_Lake,Target_Sampled,YES (Both),7/21/2007,YES,P,507748,SEDB,BOT,41,38,39,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,8491
NLA06608-1989,1,PROB_Lake,Target_Sampled,YES (Top only),8/2/2007,YES,P,512687,SEDT,TOP,2,0,1,,,CORE,8492
NLA06608-1992,1,PROB_Lake,Target_Sampled,YES (Top only),9/20/2007,YES,P,514787,SEDT,TOP,22,0,1,,,CORE,8493
NLA06608-1998,1,PROB_Lake,Target_Sampled,YES (Both),8/6/2007,YES,P,513407,SEDT,TOP,39,0,1,,,CORE,8494
NLA06608-1998,1,PROB_Lake,Target_Sampled,YES (Both),8/6/2007,YES,P,513408,SEDB,BOT,39,37,39,,,CORE,8494
NLA06608-1998,2,PROB_Lake,Target_Sampled,YES (Both),9/11/2007,NO,P,515537,SEDT,TOP,27,0,1,,,CORE,8495
NLA06608-1998,2,PROB_Lake,Target_Sampled,YES (Both),9/11/2007,NO,P,515538,SEDB,BOT,27,23,25,,,CORE,8495
NLA06608-2005,1,PROB_Lake,Target_Sampled,YES (Top only),7/12/2007,YES,P,502957,SEDT,TOP,1,0,1,K,"COULD NOT GET ENOUGH VOLUME, UNDERLYING ROCK.",CORE,8496
NLA06608-2007,1,PROB_Lake,Target_Sampled,YES (Both),6/24/2007,YES,P,506708,SEDT,TOP,26,0,1,,,CORE,8497
NLA06608-2007,1,PROB_Lake,Target_Sampled,YES (Both),6/24/2007,YES,P,506707,SEDB,BOT,26,24.5,25.5,,,CORE,8497
NLA06608-2010,1,PROB_Lake,Target_Sampled,YES (Top only),7/19/2007,YES,P,505527,SEDT,TOP,10,0,1,,,CORE,8498
NLA06608-2027,1,PROB_Lake,Target_Sampled,YES (Top only),6/20/2007,YES,P,505957,SEDT,TOP,20,0,1,,,CORE,8500
NLA06608-2036,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,508037,SEDT,TOP,45,0,1,,,CORE,8502
NLA06608-2036,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,508038,SEDB,BOT,45,40,41,,,CORE,8502
NLA06608-2037,1,PROB_Lake,Target_Sampled,YES (Both),6/14/2007,YES,P,502247,SEDT,TOP,40,0,1,,,CORE,8503
NLA06608-2037,1,PROB_Lake,Target_Sampled,YES (Both),6/14/2007,YES,P,502248,SEDB,BOT,40,37,38,,,CORE,8503
NLA06608-2039,1,PROB_Lake,Target_Sampled,YES (Top only),8/9/2007,YES,P,513477,SEDT,TOP,36,0,1,,,CORE,8504
NLA06608-2039,1,PROB_Lake,Target_Sampled,YES (Top only),8/9/2007,YES,P,513478,SEDB,BOT,36,31,32,IM,SAMPLE LOST (NO LAB DATA),CORE,8504
NLA06608-2049,1,PROB_Lake,Target_Sampled,YES (Both),9/17/2007,YES,P,509537,SEDT,TOP,49,0,1,,,CORE,8505
NLA06608-2049,1,PROB_Lake,Target_Sampled,YES (Both),9/17/2007,YES,P,509538,SEDB,BOT,49,46,47,,,CORE,8505
NLA06608-2056,1,PROB_Lake,Target_Sampled,YES (Top only),8/22/2007,YES,P,513437,SEDT,TOP,12,0,1,,,CORE,8506
NLA06608-2072,1,PROB_Lake,Target_Sampled,YES (Top only),8/30/2007,YES,P,514607,SEDT,TOP,21,0,1,,,CORE,8508
NLA06608-2074,1,PROB_Lake,Target_Sampled,YES (Top only),6/13/2007,YES,P,503107,SEDT,TOP,8.2,0,1,,,CORE,8509
NLA06608-2074,1,PROB_Lake,Target_Sampled,YES (Top only),6/13/2007,YES,P,503108,SEDB,BOT,8.2,,,K,RESERVOIR--NO BOTTOM SAMPLE TAKEN,CORE,8509
NLA06608-2076,1,PROB_Lake,Target_Sampled,YES (Top only),9/12/2007,YES,P,503777,SEDT,TOP,11,0,1,,,CORE,8510
NLA06608-2078,1,PROB_Lake,Target_Sampled,YES (Both),8/24/2007,YES,P,510247,SEDT,TOP,42,0,1,,,CORE,8511
NLA06608-2078,1,PROB_Lake,Target_Sampled,YES (Both),8/24/2007,YES,P,510248,SEDB,BOT,42,40,42,,,CORE,8511
NLA06608-2082,1,PROB_Lake,Target_Sampled,YES (Top only),9/4/2007,YES,P,517277,SEDT,TOP,36,0,1,,,CORE,8512
NLA06608-2086,1,REF_Lake,Target_Sampled,YES (Both),8/29/2007,YES,P,517307,SEDT,TOP,53.5,0,1,,,CORE,8514
NLA06608-2086,1,REF_Lake,Target_Sampled,YES (Both),8/29/2007,YES,P,517308,SEDB,BOT,53.5,50.5,51.5,,,CORE,8514
NLA06608-2087,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,504017,SEDT,TOP,21,0,1,,,CORE,8515
NLA06608-2087,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,504018,SEDB,BOT,21,19,20,,,CORE,8515
NLA06608-2091,1,PROB_Lake,Target_Sampled,NO,7/2/2007,YES,P,515197,SEDT,TOP,,0,1,K,UNABLE TO SAMPLE--NO CORE,CORE,8516
NLA06608-2092,1,PROB_Lake,Target_Sampled,YES (Top only),9/15/2007,YES,P,510727,SEDT,TOP,16,0,1,,,CORE,8517
NLA06608-2092,1,PROB_Lake,Target_Sampled,YES (Top only),9/15/2007,YES,P,510728,SEDB,BOT,16,,,K,SITE IS A RESERVOIR,CORE,8517
NLA06608-2094,1,PROB_Lake,Target_Sampled,YES (Top only),7/11/2007,YES,P,514317,SEDT,TOP,28,0,1,,,CORE,8518
NLA06608-2095,1,PROB_Lake,Target_Sampled,YES (Top only),7/8/2007,YES,P,513167,SEDT,TOP,48,0,1,,,CORE,8519
NLA06608-2103,1,PROB_Lake,Target_Sampled,YES (Both),6/13/2007,YES,P,514047,SEDT,TOP,35,0,1,,,CORE,8521
NLA06608-2103,1,PROB_Lake,Target_Sampled,YES (Both),6/13/2007,YES,P,514048,SEDB,BOT,35,32,33,,,CORE,8521
NLA06608-2114,1,PROB_Lake,Target_Sampled,YES (Top only),7/25/2007,YES,P,507107,SEDT,TOP,17.1,0,1,F2,MUD ENTIRE CORE LENGTH,CORE,8525
NLA06608-2117,1,PROB_Lake,Target_Sampled,YES (Both),9/25/2007,YES,P,503187,SEDT,TOP,48,0,1,,,CORE,8526
NLA06608-2117,1,PROB_Lake,Target_Sampled,YES (Both),9/25/2007,YES,P,503188,SEDB,BOT,48,46,47,,,CORE,8526
NLA06608-2120,1,PROB_Lake,Target_Sampled,YES (Top only),7/25/2007,YES,P,511827,SEDT,TOP,12,0,1,,,CORE,8527
NLA06608-2123,1,PROB_Lake,Target_Sampled,YES (Both),8/13/2007,YES,P,510087,SEDT,TOP,18,0,1,,,CORE,8528
NLA06608-2123,1,PROB_Lake,Target_Sampled,YES (Both),8/13/2007,YES,P,510088,SEDB,BOT,18,16,17,,,CORE,8528
NLA06608-2131,1,PROB_Lake,Target_Sampled,YES (Both),6/26/2007,YES,P,514967,SEDT,TOP,20,0,1,IM,CORE LENGTH ESTIMATED FROM BOTTOM INTERVAL,CORE,8529
NLA06608-2131,1,PROB_Lake,Target_Sampled,YES (Both),6/26/2007,YES,P,514968,SEDB,BOT,20,17,18,IM,CORE LENGTH ESTIMATED FROM BOTTOM INTERVAL,CORE,8529
NLA06608-2134,1,PROB_Lake,Target_Sampled,NO,8/1/2007,YES,P,513497,SEDT,TOP,,,,K,UNABLE TO OBTAIN SEDIMENT CORE - TRIED 3 TIMES - SEDIMENT TOO FIRM.,CORE,8530
NLA06608-2135,1,PROB_Lake,Target_Sampled,YES (Both),8/20/2007,YES,P,511317,SEDT,TOP,38.1,0,1,,,CORE,8531
NLA06608-2135,1,PROB_Lake,Target_Sampled,YES (Both),8/20/2007,YES,P,511318,SEDB,BOT,38.1,35.1,36.1,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,8531
NLA06608-2152,1,PROB_Lake,Target_Sampled,NO,10/2/2007,YES,P,513487,SEDT,TOP,0.7,0,1,K,ONLY SEDH SAMPLE COLLECTED,CORE,8532
NLA06608-2154,1,PROB_Lake,Target_Sampled,YES (Top only),7/23/2007,YES,P,506907,SEDT,TOP,37,0,1,,,CORE,8533
NLA06608-2155,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,511517,SEDT,TOP,31.5,0,1,,,CORE,8534
NLA06608-2155,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,511518,SEDB,BOT,31.5,28.5,29.5,,,CORE,8534
NLA06608-2162,1,PROB_Lake,Target_Sampled,YES (Both),7/9/2007,YES,P,505488,SEDT,TOP,35,0,1,,,CORE,8535
NLA06608-2162,1,PROB_Lake,Target_Sampled,YES (Both),7/9/2007,YES,P,505487,SEDB,BOT,35,32,33,,,CORE,8535
NLA06608-2170,1,PROB_Lake,Target_Sampled,YES (Both),8/24/2007,YES,P,513777,SEDT,TOP,37,0,1,,,CORE,8536
NLA06608-2170,1,PROB_Lake,Target_Sampled,YES (Both),8/24/2007,YES,P,513778,SEDB,BOT,37,34,35,,,CORE,8536
NLA06608-2177,1,PROB_Lake,Target_Sampled,YES (Both),9/14/2007,YES,P,510197,SEDT,TOP,48,0,1,,,CORE,8537
NLA06608-2177,1,PROB_Lake,Target_Sampled,YES (Both),9/14/2007,YES,P,510198,SEDB,BOT,48,45,46,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,8537
NLA06608-2185,1,PROB_Lake,Target_Sampled,YES (Both),7/19/2007,YES,P,505867,SEDT,TOP,45,0,1,,,CORE,8538
NLA06608-2185,1,PROB_Lake,Target_Sampled,YES (Both),7/19/2007,YES,P,505868,SEDB,BOT,45,42,43,,,CORE,8538
NLA06608-2187,1,PROB_Lake,Target_Sampled,YES (Top only),7/10/2007,YES,P,505987,SEDT,TOP,9,0,1,IM,CORE LENGTH CHANGED (90),CORE,8539
NLA06608-2193,1,PROB_Lake,Target_Sampled,YES (Both),8/22/2007,YES,P,513317,SEDT,TOP,36,0,1,,,CORE,8540
NLA06608-2193,1,PROB_Lake,Target_Sampled,YES (Both),8/22/2007,YES,P,513318,SEDB,BOT,36,33,34,,,CORE,8540
NLA06608-2196,1,PROB_Lake,Target_Sampled,YES (Top only),8/9/2007,YES,P,511377,SEDT,TOP,18,0,1,,,CORE,8541
NLA06608-2196,1,PROB_Lake,Target_Sampled,YES (Top only),8/9/2007,YES,P,511378,SEDB,BOT,18,,,K,MAN MADE LAKE,CORE,8541
NLA06608-2217,1,PROB_Lake,Target_Sampled,NO,6/5/2007,YES,P,502487,SEDT,TOP,,0,1,K,NO CORE SAMPLES COLLECTED,CORE,8542
NLA06608-2219,1,PROB_Lake,Target_Sampled,YES (Top only),7/10/2007,YES,P,506667,SEDT,TOP,13,0,1,,,CORE,8543
NLA06608-2241,1,PROB_Lake,Target_Sampled,YES (Both),9/6/2007,YES,P,516547,SEDT,TOP,45,0,1,,,CORE,8545
NLA06608-2241,1,PROB_Lake,Target_Sampled,YES (Both),9/6/2007,YES,P,516548,SEDB,BOT,45,42,43,,,CORE,8545
NLA06608-2250,1,PROB_Lake,Target_Sampled,YES (Both),7/29/2007,YES,P,513717,SEDT,TOP,37,0,1,,,CORE,8546
NLA06608-2250,1,PROB_Lake,Target_Sampled,YES (Both),7/29/2007,YES,P,513718,SEDB,BOT,37,34,35,,,CORE,8546
NLA06608-2253,1,PROB_Lake,Target_Sampled,YES (Both),7/12/2007,YES,P,505117,SEDT,TOP,39,0,1,,,CORE,8547
NLA06608-2253,1,PROB_Lake,Target_Sampled,YES (Both),7/12/2007,YES,P,505118,SEDB,BOT,39,36,37,,,CORE,8547
NLA06608-2257,1,PROB_Lake,Target_Sampled,YES (Both),8/24/2007,YES,P,517697,SEDT,TOP,39,0,1,,,CORE,8548
NLA06608-2257,1,PROB_Lake,Target_Sampled,YES (Both),8/24/2007,YES,P,517698,SEDB,BOT,39,36,37,,,CORE,8548
NLA06608-2266,1,PROB_Lake,Target_Sampled,YES (Top only),6/23/2007,YES,P,502157,SEDT,TOP,34,0,1,,,CORE,8549
NLA06608-2267,1,PROB_Lake,Target_Sampled,YES (Both),8/6/2007,YES,P,513027,SEDT,TOP,39,0,1,,,CORE,8550
NLA06608-2267,1,PROB_Lake,Target_Sampled,YES (Both),8/6/2007,YES,P,513028,SEDB,BOT,39,36,37,,,CORE,8550
NLA06608-2283,1,PROB_Lake,Target_Sampled,YES (Both),7/17/2007,YES,P,514987,SEDT,TOP,35,0,1,,,CORE,8553
NLA06608-2283,1,PROB_Lake,Target_Sampled,YES (Both),7/17/2007,YES,P,514988,SEDB,BOT,35,32,33,,,CORE,8553
NLA06608-2305,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,506067,SEDT,TOP,47,0,1,,,CORE,8555
NLA06608-2305,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,506068,SEDB,BOT,47,44,45,,,CORE,8555
NLA06608-2322,1,PROB_Lake,Target_Sampled,YES (Top only),8/23/2007,YES,P,511997,SEDT,TOP,28,0,1,,,CORE,8556
NLA06608-2332,1,PROB_Lake,Target_Sampled,YES (Top only),8/9/2007,YES,P,512527,SEDT,TOP,40,0,1,,,CORE,8557
NLA06608-2333,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,503688,SEDT,TOP,28,0,1,,,CORE,8558
NLA06608-2333,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,503687,SEDB,BOT,28,25,26,,,CORE,8558
NLA06608-2345,1,PROB_Lake,Target_Sampled,YES (Top only),8/16/2007,YES,P,511407,SEDT,TOP,15,0,1,,,CORE,8559
NLA06608-2354,1,PROB_Lake,Target_Sampled,YES (Both),7/13/2007,YES,P,508907,SEDT,TOP,32,0,1,,,CORE,8560
NLA06608-2354,1,PROB_Lake,Target_Sampled,YES (Both),7/13/2007,YES,P,508908,SEDB,BOT,32,29,30,,,CORE,8560
NLA06608-2372,1,PROB_Lake,Target_Sampled,YES (Top only),8/28/2007,YES,P,511767,SEDT,TOP,49,0,1,,,CORE,8563
NLA06608-2379,1,PROB_Lake,Target_Sampled,YES (Top only),7/31/2007,YES,P,513747,SEDT,TOP,14,0,1,,,CORE,8564
NLA06608-2418,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,508128,SEDT,TOP,17,0,1,,,CORE,8566
NLA06608-2418,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,508127,SEDB,BOT,17,14,15,,,CORE,8566
NLA06608-2426,1,PROB_Lake,Target_Sampled,NO,9/27/2007,YES,P,516777,SEDT,TOP,,,,K,NO SEDIMENT CORE COLLECTED,CORE,8568
NLA06608-2429,1,PROB_Lake,Target_Sampled,YES (Top only),8/14/2007,YES,P,509337,SEDT,TOP,21,0,1,,,CORE,8569
NLA06608-2438,1,PROB_Lake,Target_Sampled,YES (Top only),9/11/2007,YES,P,517757,SEDT,TOP,5,0,1,,,CORE,8570
NLA06608-2450,1,PROB_Lake,Target_Sampled,YES (Top only),7/24/2007,YES,P,505687,SEDT,TOP,14,0,1,,,CORE,8571
NLA06608-2450,1,PROB_Lake,Target_Sampled,YES (Top only),7/24/2007,YES,P,505688,SEDB,BOT,14,12,13,IM,SAMPLE LOST (NO LAB DATA),CORE,8571
NLA06608-2453,1,PROB_Lake,Target_Sampled,YES (Top only),7/10/2007,YES,P,510737,SEDT,TOP,21,0,1,,,CORE,8572
NLA06608-2457,1,PROB_Lake,Target_Sampled,YES (Top only),8/23/2007,YES,P,511117,SEDT,TOP,14,0,1,,,CORE,8573
NLA06608-2463,1,PROB_Lake,Target_Sampled,YES (Top only),7/19/2007,YES,P,502258,SEDT,TOP,49.2,0,1,,,CORE,8574
NLA06608-2477,1,PROB_Lake,Target_Sampled,YES (Both),6/26/2007,YES,P,504977,SEDT,TOP,26,0,1,,,CORE,8575
NLA06608-2477,1,PROB_Lake,Target_Sampled,YES (Both),6/26/2007,YES,P,504978,SEDB,BOT,26,23,24,,,CORE,8575
NLA06608-2481,1,PROB_Lake,Target_Sampled,YES (Top only),8/1/2007,YES,P,504577,SEDT,TOP,12,0,1,,,CORE,8576
NLA06608-2492,1,PROB_Lake,Target_Sampled,YES (Top only),7/24/2007,YES,P,503237,SEDT,TOP,21,0,1,,,CORE,8577
NLA06608-2497,1,PROB_Lake,Target_Sampled,YES (Both),7/17/2007,YES,P,505677,SEDT,TOP,23,0,1,,,CORE,8579
NLA06608-2497,1,PROB_Lake,Target_Sampled,YES (Both),7/17/2007,YES,P,505678,SEDB,BOT,23,21,22,,,CORE,8579
NLA06608-2507,1,PROB_Lake,Target_Sampled,YES (Top only),7/11/2007,YES,P,512158,SEDT,TOP,,0,1,IM,CORE LENGTH NOT RECORDED (TOP ONLY); NOTED AS < 45 CM,CORE,8580
NLA06608-2513,1,PROB_Lake,Target_Sampled,YES (Both),8/21/2007,YES,P,513058,SEDT,TOP,24,0,1,,,CORE,8581
NLA06608-2513,1,PROB_Lake,Target_Sampled,YES (Both),8/21/2007,YES,P,513057,SEDB,BOT,24,21.5,22.5,,,CORE,8581
NLA06608-2523,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,512097,SEDT,TOP,46.5,0,1,,,CORE,8582
NLA06608-2523,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,512098,SEDB,BOT,46.5,43.5,44.5,,,CORE,8582
NLA06608-2524,1,PROB_Lake,Target_Sampled,YES (Both),9/14/2007,YES,P,504097,SEDT,TOP,35,0,1,,,CORE,8583
NLA06608-2524,1,PROB_Lake,Target_Sampled,YES (Both),9/14/2007,YES,P,504098,SEDB,BOT,35,32,33,,,CORE,8583
NLA06608-2565,1,PROB_Lake,Target_Sampled,YES (Both),8/22/2007,YES,P,513657,SEDT,TOP,21,0,1,,,CORE,8588
NLA06608-2565,1,PROB_Lake,Target_Sampled,YES (Both),8/22/2007,YES,P,513658,SEDB,BOT,21,18,19,,,CORE,8588
NLA06608-2566,1,PROB_Lake,Target_Sampled,YES (Both),7/12/2007,YES,P,508738,SEDT,TOP,30,0,1,,,CORE,8589
NLA06608-2566,1,PROB_Lake,Target_Sampled,YES (Both),7/12/2007,YES,P,508737,SEDB,BOT,30,27,28,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,8589
NLA06608-2593,1,PROB_Lake,Target_Sampled,YES (Both),7/26/2007,YES,P,502027,SEDT,TOP,13,0,1,,,CORE,8591
NLA06608-2593,1,PROB_Lake,Target_Sampled,YES (Both),7/26/2007,YES,P,502028,SEDB,BOT,13,11,12,,,CORE,8591
NLA06608-2629,1,PROB_Lake,Target_Sampled,YES (Both),7/10/2007,YES,P,503177,SEDT,TOP,17,0,1,,,CORE,8596
NLA06608-2629,1,PROB_Lake,Target_Sampled,YES (Both),7/10/2007,YES,P,503178,SEDB,BOT,17,15,16,F2,LOTS OF SHELLS,CORE,8596
