PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,STATE,SAMPLE_TYPE,LINE,ARRIVAL_TIME,CAL_INST_ID,CAL_INST_MODEL,CAL_INST_OPERATOR,CALIBRATION_VERIFIED,CON_STD1_VALUE,COND_QCS_DESC,COND_QCS_MEASURED,COND_QCS_TRUE,COND_STD1_DESC,COND_STD1_VALUE,COND_STD2_DESC,COND_STD2_VALUE,CONDUCTIVITY,DEPTH,DEPTH_METHOD,DO_BARO_PRESSURE,DO_CALIBRATION_UNITS,DO_CALIBRATION_VALUE,DO_DISPLAYED_UNITS,DO_DISPLAYED_VALUE,DO_ELEVATION,DO2_2M,DUPLICATE_DO,E_FILE,INDEX_GPS_FIX,INDEX_LAT_DD,INDEX_LON_DD,INDEX_SITE_DEPTH,METALIMNION,ODOR,OXYGEN,PH,PH_QCS_DESC,PH_QCS_MEASURED,PH_QCS_TRUE,PH_STD1_DESC,PH_STD1_VALUE,PH_STD2_DESC,PH_STD2_VALUE,PRECIPITATION,SCUM,SCUM_DESC,SURFACE_COND,TEMP_CORRECTED,TEMP_SENSOR,TEMP_THERMOMETER,TEMPERATURE
8/23/2016,7738,NLA12_VA-R18,7-Aug-12,1,VA,PROF,0,13:30,,,,Y,,,,,,,,,,,SONAR,,,,,,,11,Y,,3D,37.41277,-76.71008,2.2,,N,,,,,,,,,,NONE,NO,,FLAT,Y,,,
8/23/2016,7738,NLA12_VA-R18,7-Aug-12,1,VA,PROF,1,,,,,,,,,,,,,,171,0,,,,,,,,,,,,,,,,,11.3,8.4,,,,,,,,,,,,,,,30.1
8/23/2016,7738,NLA12_VA-R18,7-Aug-12,1,VA,PROF,3,,,,,,,,,,,,,,176,1,,,,,,,,,,,,,,,,,6.5,8.1,,,,,,,,,,,,,,,29.1
8/23/2016,7738,NLA12_VA-R18,7-Aug-12,1,VA,PROF,5,,,,,,,,,,,,,,195,1.7,,,,,,,,,,,,,,,,,0.6,7.1,,,,,,,,,,,,,,,28.4
8/23/2016,7739,NLA12_OK-132,7-Aug-12,1,OK,CALIB,0,,,YSI 6600,JET STINE,,,YSI 6600 CONFIDENCE SOLUTION,8060,8000,STATE PREPARED,1413,,,,,,,mg/L,97.4,mg/L,97,,,,,,,,,,,,,YSI CONFIDENCE SOLUTION,6.8,7.4,FISHER BUFFER SOLUTION,10,FISHER BUFFER SOLUTION,7,,,,,,30.1,30.1,
8/23/2016,7739,NLA12_OK-132,7-Aug-12,1,OK,PROF,40,,,,,,,,,,,,,,380,0,,,,,,,,,,,,,,,,,7.41,8.66,,,,,,,,,,,,,,,30.14
8/23/2016,7739,NLA12_OK-132,7-Aug-12,1,OK,PROF,1,,,,,,,,,,,,,,380,0,,,,,,,,,,,,,,,,,7.39,8.57,,,,,,,,,,,,,,,30.15
8/23/2016,7739,NLA12_OK-132,7-Aug-12,1,OK,PROF,2,,,,,,,,,,,,,,380,0.5,,,,,,,,,,,,,,,,,7.48,8.64,,,,,,,,,,,,,,,30.11
8/23/2016,7739,NLA12_OK-132,7-Aug-12,1,OK,PROF,3,,,,,,,,,,,,,,380,1,,,,,,,,,,,,,,,,,7.53,8.66,,,,,,,,,,,,,,,30
8/23/2016,7739,NLA12_OK-132,7-Aug-12,1,OK,PROF,0,11:00,,,,Y,,,,,,,,,,,SONAR,,,,,,,7.44,Y,,3D,34.729514,-97.773089,2.6,,N,,,,,,,,,,NONE,NO,,RIPPLES,Y,,,
8/23/2016,7739,NLA12_OK-132,7-Aug-12,1,OK,PROF,4,,,,,,,,,,,,,,385,1.5,,,,,,,,,,,,,,,,,4.02,8.39,,,,,,,,,,,,,,,28.91
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,16,,,,,,,,,,,,,,51,15,,,,,,,,,,,,,,,B,,7.3,7.1,,,,,,,,,,,,,,,15.8
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,9,,,,,,,,,,,,,,54,8,,,,,,,,,,,,,,,,,8.3,7.8,,,,,,,,,,,,,,,22.2
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,17,,,,,,,,,,,,,,52,16,,,,,,,,,,,,,,,T,,7.3,7,,,,,,,,,,,,,,,14.6
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,14,,,,,,,,,,,,,,50,13,,,,,,,,,,,,,,,T,,7.8,7.3,,,,,,,,,,,,,,,17.4
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,7,,,,,,,,,,,,,,58,6,,,,,,,,,,,,,,,,,8.1,8,,,,,,,,,,,,,,,25.1
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,11,,,,,,,,,,,,,,51,10,,,,,,,,,,,,,,,T,,8.3,7.6,,,,,,,,,,,,,,,20
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,6,,,,,,,,,,,,,,58,5,,,,,,,,,,,,,,,,,8.1,8,,,,,,,,,,,,,,,25.2
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,27,,,,,,,,,,,,,,53,32,,,,,,,,,,,,,,,,,6.9,6.8,,,,,,,,,,,,,,,11.5
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,18,,,,,,,,,,,,,,52,17,,,,,,,,,,,,,,,B,,7.2,7,,,,,,,,,,,,,,,14
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,10,,,,,,,,,,,,,,53,9,,,,,,,,,,,,,,,B,,8.2,7.7,,,,,,,,,,,,,,,21.4
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,21,,,,,,,,,,,,,,53,20,,,,,,,,,,,,,,,,,7,6.9,,,,,,,,,,,,,,,12.9
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,1,,,,,,,,,,,,,,34,0,,,,,,,,,,,,,,,,,8.1,8.2,,,,,,,,,,,,,,,25.2
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,12,,,,,,,,,,,,,,50,11,,,,,,,,,,,,,,,B,,8,7.4,,,,,,,,,,,,,,,19.5
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,15,,,,,,,,,,,,,,50,14,,,,,,,,,,,,,,,,,7.4,7.2,,,,,,,,,,,,,,,16.3
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,13,,,,,,,,,,,,,,50,12,,,,,,,,,,,,,,,,,7.8,7.4,,,,,,,,,,,,,,,18.9
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,24,,,,,,,,,,,,,,53,26,,,,,,,,,,,,,,,,,6.8,6.9,,,,,,,,,,,,,,,12
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,2,,,,,,,,,,,,,,58,1,,,,,,,,,,,,,,,,,8.1,8.1,,,,,,,,,,,,,,,25.3
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,CALIB,0,,414,YSI 6600,GARY ICHIKAWA,,,,,,7,6.999,,,,,,764,PERCENT,100,PERCENT,100.1,,,,,,,,,,,,,,,,7,7.01,10,10,,,,,,25.2,25.5,
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,20,,,,,,,,,,,,,,53,19,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,,,,13.3
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,3,,,,,,,,,,,,,,58,2,,,,,,,,,,,,,,,,,8.1,8.1,,,,,,,,,,,,,,,25.3
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,8,,,,,,,,,,,,,,56,7,,,,,,,,,,,,,,,T,,8.3,8,,,,,,,,,,,,,,,23.9
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,28,,,,,,,,,,,,,,53,32.5,,,,,,,,,,,,,,,,,6.9,6.8,,,,,,,,,,,,,,,11.4
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,19,,,,,,,,,,,,,,53,18,,,,,,,,,,,,,,,,,7.1,7,,,,,,,,,,,,,,,13.5
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,23,,,,,,,,,,,,,,53,24,,,,,,,,,,,,,,,,,6.9,6.9,,,,,,,,,,,,,,,12.2
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,22,,,,,,,,,,,,,,53,22,,,,,,,,,,,,,,,,,7,6.9,,,,,,,,,,,,,,,12.5
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,0,8:40,,,,Y,,,,,,,,,,,SONAR,,,,,,,8.1,Y,,3D,37.98856,-120.538934,33,,N,,,,,,,,,,NONE,NO,,FLAT,,,,
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,25,,,,,,,,,,,,,,53,28,,,,,,,,,,,,,,,,,6.9,6.9,,,,,,,,,,,,,,,11.8
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,26,,,,,,,,,,,,,,53,30,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,11.5
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,5,,,,,,,,,,,,,,58,4,,,,,,,,,,,,,,,,,8.1,8,,,,,,,,,,,,,,,25.2
8/23/2016,7740,NLA12_CA-119,7-Aug-12,1,CA,PROF,4,,,,,,,,,,,,,,58,3,,,,,,,,,,,,,,,,,8.1,8.1,,,,,,,,,,,,,,,25.3
8/23/2016,7743,NLA12_WA-R11,7-Aug-12,1,WA,PROF,0,11:40,,,,,,,,,,,,,,,LINE,,,,,,,7.95,Y,,3D,48.86547,-121.67665,4.1,,N,,,,,,,,,,NONE,NO,,,,,,
8/23/2016,7743,NLA12_WA-R11,7-Aug-12,1,WA,PROF,23,,,,,,,,,,,,,,10,2,,,,,,,,,,,,,,,T,,8.7,5.7,,,,,,,,,,,,,,,18.6
8/23/2016,7743,NLA12_WA-R11,7-Aug-12,1,WA,PROF,21,,,,,,,,,,,,,,20,0,,,,,,,,,,,,,,,,,7.8,7.1,,,,,,,,,,,,,,,20.4
8/23/2016,7743,NLA12_WA-R11,7-Aug-12,1,WA,PROF,25,,,,,,,,,,,,,,10,3.3,,,,,,,,,,,,,,,B,,9.8,5.2,,,,,,,,,,,,,,,13.4
8/23/2016,7743,NLA12_WA-R11,7-Aug-12,1,WA,PROF,22,,,,,,,,,,,,,,20,1,,,,,,,,,,,,,,,,,8.1,7.1,,,,,,,,,,,,,,,19.9
8/23/2016,7743,NLA12_WA-R11,7-Aug-12,1,WA,CALIB,0,,1003,HORIBA,LIL HERGER,,,AUTO CALC 4N624,6.3,4.49,AIR,,LEVEL TWO 53.0,53,,,,,mg/L,8.6,mg/L,8.6,1290,,,,,,,,,,,,AUTO CALC 4N624,9.92,10,GFS 7.0,7,GFS 10.0,,,,,,,,21.8,
8/23/2016,7743,NLA12_WA-R11,7-Aug-12,1,WA,PROF,24,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,10.6,5.3,,,,,,,,,,,,,,,14.5
8/23/2016,7747,NLA12_OR-154,7-Aug-12,1,OR,PROF,7,,,,,,,,,,,,,,539,6,,,,,,,,,,,,,,,,,7.5,8.63,,,,,,,,,,,,,,,21
8/23/2016,7747,NLA12_OR-154,7-Aug-12,1,OR,PROF,0,1321,,,,,,,,,,,,,,,SONAR,,,,,,,8.8,Y,,3D,44.36245,-117.69376,8.4,,N,,,,,,,,,,NONE,YES,ALGAE (BLOOM),CHOPPY,Y,,,
8/23/2016,7747,NLA12_OR-154,7-Aug-12,1,OR,PROF,9,,,,,,,,,,,,,,541,8,,,,,,,,,,,,,,,,,6.1,8.59,,,,,,,,,,,,,,,20.6
8/23/2016,7747,NLA12_OR-154,7-Aug-12,1,OR,PROF,8,,,,,,,,,,,,,,541,7,,,,,,,,,,,,,,,,,6.5,8.6,,,,,,,,,,,,,,,20.7
8/23/2016,7747,NLA12_OR-154,7-Aug-12,1,OR,PROF,5,,,,,,,,,,,,,,537,4,,,,,,,,,,,,,,,,,8.3,8.67,,,,,,,,,,,,,,,21.8
8/23/2016,7747,NLA12_OR-154,7-Aug-12,1,OR,PROF,10,,,,,,,,,,,,,,537,,,,,,,,,,,,,,,,,,,8.72,,,,,,,,,,,,,,,22.4
8/23/2016,7747,NLA12_OR-154,7-Aug-12,1,OR,PROF,2,,,,,,,,,,,,,,537,1,,,,,,,,,,,,,,,,,8.8,8.7,,,,,,,,,,,,,,,22.4
8/23/2016,7747,NLA12_OR-154,7-Aug-12,1,OR,PROF,4,,,,,,,,,,,,,,537,3,,,,,,,,,,,,,,,,,8.8,8.65,,,,,,,,,,,,,,,22
8/23/2016,7747,NLA12_OR-154,7-Aug-12,1,OR,PROF,3,,,,,,,,,,,,,,537,2,,,,,,,,,,,,,,,,,8.8,8.69,,,,,,,,,,,,,,,22.3
8/23/2016,7747,NLA12_OR-154,7-Aug-12,1,OR,PROF,6,,,,,,,,,,,,,,538,5,,,,,,,,,,,,,,,,,8.1,8.66,,,,,,,,,,,,,,,21.6
8/23/2016,7747,NLA12_OR-154,7-Aug-12,1,OR,CALIB,0,,MARGE,YSI 6920 V2,LAM,,,LOW STND,154,147.6,1422 US/CM,1423,,,,,,697.7,mg/L,6.85,mg/L,6.98,1035,,,,,,,,,,,,DI WATER,5.47,5.3,7.01 @ 25 C,6.99,10.00 @ 25C,9.97,,,,,,,,
8/23/2016,7747,NLA12_OR-154,7-Aug-12,1,OR,PROF,40,,,,,,,,,,,,,,537,0.5,,,,,,,,,,,,,,,,,8.8,8.72,,,,,,,,,,,,,,,22.4
8/23/2016,7747,NLA12_OR-154,7-Aug-12,1,OR,PROF,1,,,,,,,,,,,,,,537,0.5,,,,,,,,,,,,,,,,,8.8,8.65,,,,,,,,,,,,,,,22.4
8/23/2016,7748,NLA12_MN-103,7-Aug-12,1,MN,PROF,40,,,,,,,,,,,,,,53,0,,,,,,,,,,,,,,,,,7.7,6.7,,,,,,,,,,,,,,,24
8/23/2016,7748,NLA12_MN-103,7-Aug-12,1,MN,CALIB,0,,#5,HACH HYDROLAB MS5,WILL LONG,,,1000,1000,1000,1000,1000,,,,,,725,PERCENT,100,PERCENT,100,,,,,,,,,,,,,PH 7,7,7,PH 7,7,PH 10,10,,,,,,23.4,23.4,
8/23/2016,7748,NLA12_MN-103,7-Aug-12,1,MN,PROF,3,,,,,,,,,,,,,,52,1,,,,,,,,,,,,,,,,,7.7,6.9,,,,,,,,,,,,,,,24
8/23/2016,7748,NLA12_MN-103,7-Aug-12,1,MN,PROF,0,8:30,,,,Y,,,,,,,,,,,SONAR,,,,,,,7.7,Y,,3D,46.43682,-93.95959,2,,N,,,,,,,,,,NONE,NO,,RIPPLES,,,,
8/23/2016,7748,NLA12_MN-103,7-Aug-12,1,MN,PROF,2,,,,,,,,,,,,,,53,0.5,,,,,,,,,,,,,,,,,7.7,6.8,,,,,,,,,,,,,,,24
8/23/2016,7748,NLA12_MN-103,7-Aug-12,1,MN,PROF,4,,,,,,,,,,,,,,53,1.5,,,,,,,,,,,,,,,,,7.1,6.8,,,,,,,,,,,,,,,24
8/23/2016,7748,NLA12_MN-103,7-Aug-12,1,MN,PROF,1,,,,,,,,,,,,,,53,0,,,,,,,,,,,,,,,,,7.7,6.8,,,,,,,,,,,,,,,24
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,16,,,,,,,,,,,,,,431,15,,,,,,,,,,,,,,,,,0.18,7.28,,,,,,,,,,,,,,,5.96
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,10,,,,,,,,,,,,,,433,9,,,,,,,,,,,,,,,,,0.28,7.33,,,,,,,,,,,,,,,9.11
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,CALIB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PH 7 BUFFER,7.07,,4.08,,,,,,,,
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,9,,,,,,,,,,,,,,435,8,,,,,,,,,,,,,,,,,0.54,7.41,,,,,,,,,,,,,,,9.97
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,7,,,,,,,,,,,,,,428,6,,,,,,,,,,,,,,,,,1.31,7.52,,,,,,,,,,,,,,,15.91
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,20,,,,,,,,,,,,,,438,19,,,,,,,,,,,,,,,,,0.16,7.24,,,,,,,,,,,,,,,5.35
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,11,,,,,,,,,,,,,,432,10,,,,,,,,,,,,,,,B,,0.23,7.31,,,,,,,,,,,,,,,8.47
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,2,,,,,,,,,,,,,,352,1,,,,,,,,,,,,,,,,,2.49,8.42,,,,,,,,,,,,,,,27.58
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,1,,,,,,,,,,,,,,356,0,,,,,,,,,,,,,,,,,2.67,8.21,,,,,,,,,,,,,,,27.6
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,19,,,,,,,,,,,,,,433,18,,,,,,,,,,,,,,,,,0.16,7.26,,,,,,,,,,,,,,,5.45
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,8,,,,,,,,,,,,,,436,7,,,,,,,,,,,,,,,,,0.09,7.29,,,,,,,,,,,,,,,12.01
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,6,,,,,,,,,,,,,,415,5,,,,,,,,,,,,,,,,,0.25,7.29,,,,,,,,,,,,,,,21.31
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,24,,,,,,,,,,,,,,445,26,,,,,,,,,,,,,,,,,0.13,7.17,,,,,,,,,,,,,,,4.96
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,0,9:00,,,,N,,,,,,,,,,,SONAR,,,,,,,2.65,Y,,3D,41.26957,-85.5409,28,,N,,,,,,,,,,NONE,NO,,FLAT,Y,,,
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,21,,,,,,,,,,,,,,436,20,,,,,,,,,,,,,,,,,0.15,7.24,,,,,,,,,,,,,,,5.28
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,17,,,,,,,,,,,,,,430,16,,,,,,,,,,,,,,,,,0.15,7.27,,,,,,,,,,,,,,,5.76
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,18,,,,,,,,,,,,,,431,17,,,,,,,,,,,,,,,,,0.16,7.27,,,,,,,,,,,,,,,5.57
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,23,,,,,,,,,,,,,,441,24,,,,,,,,,,,,,,,,,0.14,7.19,,,,,,,,,,,,,,,4.99
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,22,,,,,,,,,,,,,,439,22,,,,,,,,,,,,,,,,,0.27,7.21,,,,,,,,,,,,,,,5.09
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,12,,,,,,,,,,,,,,431,11,,,,,,,,,,,,,,,,,0.22,7.33,,,,,,,,,,,,,,,7.82
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,5,,,,,,,,,,,,,,360,4,,,,,,,,,,,,,,,,,2.77,8.04,,,,,,,,,,,,,,,26.82
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,15,,,,,,,,,,,,,,433,14,,,,,,,,,,,,,,,,,0.19,7.3,,,,,,,,,,,,,,,6.19
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,3,,,,,,,,,,,,,,353,2,,,,,,,,,,,,,,,,,2.79,8.21,,,,,,,,,,,,,,,27.58
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,13,,,,,,,,,,,,,,430,12,,,,,,,,,,,,,,,,,0.2,7.32,,,,,,,,,,,,,,,7.12
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,25,,,,,,,,,,,,,,446,27.5,,,,,,,,,,,,,,,,,0.13,7.16,,,,,,,,,,,,,,,4.95
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,14,,,,,,,,,,,,,,432,13,,,,,,,,,,,,,,,,,0.2,7.31,,,,,,,,,,,,,,,6.61
8/23/2016,7753,NLA12_IN-144,8-Aug-12,1,IN,PROF,4,,,,,,,,,,,,,,353,3,,,,,,,,,,,,,,,T,,2.22,8.1,,,,,,,,,,,,,,,27.3
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,18,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,1.3,7.5,,,,,,,,,,,,,,,7.1
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,15,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,0.5,7.5,,,,,,,,,,,,,,,8.9
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,11,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,0.7,7.5,,,,,,,,,,,,,,,12.1
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,16,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,0.6,7.5,,,,,,,,,,,,,,,8.2
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,27,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,0.9,7.4,,,,,,,,,,,,,,,4.9
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,29,,,,,,,,,,,,,,,35.5,,,,,,,,,,,,,,,,,0.6,7.3,,,,,,,,,,,,,,,4.9
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,17,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,0.9,7.5,,,,,,,,,,,,,,,7.6
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,23,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,2,7.5,,,,,,,,,,,,,,,5.3
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,CALIB,0,,QD03346,QUANTA LAB,SHANNON MADDEN,,,,,,,,,,,,,737,PERCENT,100,PERCENT,100.3,,,,,,,,,,,,,,,,BUFFER PH 4.0,4.16,BUFFER PH 7.0,7.24,,,,,,23.9,,
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,12,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,0.6,7.5,,,,,,,,,,,,,,,11.1
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,22,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,2,7.5,,,,,,,,,,,,,,,5.6
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,13,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,0.5,7.5,,,,,,,,,,,,,,,10.3
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,4,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,8.2,,,,,,,,,,,,,,,27.3
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,6,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,26.6
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,24,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,2,7.4,,,,,,,,,,,,,,,5.1
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,10,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,0.7,7.6,,,,,,,,,,,,,,,13.8
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,26,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,1.1,7.4,,,,,,,,,,,,,,,4.9
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,5,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,2,8.2,,,,,,,,,,,,,,,27.3
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,2.3,8.1,,,,,,,,,,,,,,,27.3
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,8.2,,,,,,,,,,,,,,,27.4
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,14,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.5,7.5,,,,,,,,,,,,,,,9.5
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,25,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,1.8,7.4,,,,,,,,,,,,,,,5
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1.8,8.2,,,,,,,,,,,,,,,27.4
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,20,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,1.5,7.5,,,,,,,,,,,,,,,6.5
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,19,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,1.4,7.5,,,,,,,,,,,,,,,6.7
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,0,10:00,,,,N,,,,,,,,,,,SONAR,,,,,,,2.1,Y,,3D,41.33376,-85.76771,36,,N,,,,,,,,,,NONE,NO,,RIPPLES,,,,
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,7,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1.9,7.9,,,,,,,,,,,,,,,26.4
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,8.1,,,,,,,,,,,,,,,27.4
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,21,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,1.8,7.5,,,,,,,,,,,,,,,6.1
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,9,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.9,7.6,,,,,,,,,,,,,,,16.8
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,8,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1.7,7.8,,,,,,,,,,,,,,,23.2
8/23/2016,7754,NLA12_IN-110,6-Aug-12,1,IN,PROF,28,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,0.7,7.3,,,,,,,,,,,,,,,4.9
8/23/2016,7757,NLA12_IN-105,7-Aug-12,1,IN,PROF,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1.94,8.72,,,,,,,,,,,,,,,27.57
8/23/2016,7757,NLA12_IN-105,7-Aug-12,1,IN,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1.64,8.26,,,,,,,,,,,,,,,27.54
