PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,STATE,SAMPLE_TYPE,LINE,ARRIVAL_TIME,CAL_INST_ID,CAL_INST_MODEL,CAL_INST_OPERATOR,CALIBRATION_VERIFIED,CON_STD1_VALUE,COND_QCS_DESC,COND_QCS_MEASURED,COND_QCS_TRUE,COND_STD1_DESC,COND_STD1_VALUE,COND_STD2_DESC,COND_STD2_VALUE,CONDUCTIVITY,DEPTH,DEPTH_METHOD,DO_BARO_PRESSURE,DO_CALIBRATION_UNITS,DO_CALIBRATION_VALUE,DO_DISPLAYED_UNITS,DO_DISPLAYED_VALUE,DO_ELEVATION,DO2_2M,DUPLICATE_DO,E_FILE,INDEX_GPS_FIX,INDEX_LAT_DD,INDEX_LON_DD,INDEX_SITE_DEPTH,METALIMNION,ODOR,OXYGEN,PH,PH_QCS_DESC,PH_QCS_MEASURED,PH_QCS_TRUE,PH_STD1_DESC,PH_STD1_VALUE,PH_STD2_DESC,PH_STD2_VALUE,PRECIPITATION,SCUM,SCUM_DESC,SURFACE_COND,TEMP_CORRECTED,TEMP_SENSOR,TEMP_THERMOMETER,TEMPERATURE
8/23/2016,2008674,,,,,PROF,1001374,,,,,,,,,,,,,,259.1,2,,,,,,,,,N   ,,,,,,,,8.02,8.59,,,,,,,,,,,,Y   ,,,27.7
8/23/2016,2008674,,,,,PROF,1001375,,,,,,,,,,,,,,257.9,3,,,,,,,,,N   ,,,,,,,,8.49,8.63,,,,,,,,,,,,Y   ,,,27.6
8/23/2016,2008674,,,,,PROF,1001376,,,,,,,,,,,,,,261.1,4,,,,,,,,,N   ,,,,,,,,6.66,8.4,,,,,,,,,,,,Y   ,,,27.35
8/23/2016,2008674,,,,,PROF,1001377,,,,,,,,,,,,,,266.3,5.1,,,,,,,,,N   ,,,,,,T   ,,2.3,7.86,,,,,,,,,,,,Y   ,,,26.9
8/23/2016,2008674,,,,,PROF,1001378,,,,,,,,,,,,,,279.9,6,,,,,,,,,N   ,,,,,,,,0.25,7.5,,,,,,,,,,,,Y   ,,,24.86
8/23/2016,2008674,,,,,PROF,1001379,,,,,,,,,,,,,,298.1,7,,,,,,,,,N   ,,,,,,,,0.18,7.27,,,,,,,,,,,,Y   ,,,21.64
8/23/2016,2008674,,,,,PROF,1001380,,,,,,,,,,,,,,319.9,8,,,,,,,,,N   ,,,,,,,,0.14,7.21,,,,,,,,,,,,Y   ,,,18.92
8/23/2016,2008674,,,,,PROF,1001381,,,,,,,,,,,,,,356.2,9,,,,,,,,,N   ,,,,,,B   ,,0.16,7.15,,,,,,,,,,,,Y   ,,,16.18
8/23/2016,2008674,,,,,PROF,1001382,,,,,,,,,,,,,,361.3,9.5,,,,,,,,,N   ,,,,,,,,0.14,7.11,,,,,,,,,,,,Y   ,,,15.86
8/23/2016,2008674,,,,,CALIB,0,,4854,HYDROLAB MS5,DAVID MERCER,,0,,,,AIR,,SOLUTION 1413,1413,,,,736,PERCENT,100,PERCENT,100.4,,,,,,,,,,,,,,,,BUFFER 7,7,BUFFER,10,,,,,,26.9,,
8/23/2016,2008674,,,,,PROF,0,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,,N,,,,,,,,,,LIGHT,N,,RIPPLES,,,,
8/23/2016,2008674,,,,,PROF,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008674,,,,,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008675,,,,,CALIB,0,,6221,HYDROLAB MS5,PHILLIP BONE,,0,,,,AIR,,STANDARD 1413,1413,,,,724,PERCENT,100,PERCENT,103.1,1325,,,,,,,,,,,,,,,PH BUFFER 7,7,PH BUFFER 10,10,,,,,,29.5,,
8/23/2016,2008675,,,,,PROF,0,14:22,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,10,,N,,,,,,,,,,NONE,N,,WHITECAPS,,,,
8/23/2016,2008675,,,,,PROF,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008675,,,,,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008675,,,,,PROF,1001383,,,,,,,,,,,,,,665.5,0.1,,,,,,,,,N   ,,,,,,,,7.59,8.42,,,,,,,,,,,,Y   ,,,28.53
8/23/2016,2008675,,,,,PROF,1001384,,,,,,,,,,,,,,665.9,1,,,,,,,,,N   ,,,,,,,,7.64,8.43,,,,,,,,,,,,Y   ,,,28.52
8/23/2016,2008675,,,,,PROF,1001385,,,,,,,,,,,,,,666,2,,,,,,,,,N   ,,,,,,,,7.58,8.43,,,,,,,,,,,,Y   ,,,28.49
8/23/2016,2008675,,,,,PROF,1001386,,,,,,,,,,,,,,666.4,3,,,,,,,,,N   ,,,,,,,,7.48,8.42,,,,,,,,,,,,Y   ,,,28.45
8/23/2016,2008675,,,,,PROF,1001387,,,,,,,,,,,,,,666.4,2.9,,,,,,,,,N   ,,,,,,,,7.5,8.42,,,,,,,,,,,,Y   ,,,28.45
8/23/2016,2008675,,,,,PROF,1001388,,,,,,,,,,,,,,666.4,0.2,,,,,,,,,Y   ,,,,,,,,7.66,8.45,,,,,,,,,,,,Y   ,,,28.55
8/23/2016,2008676,,,,,CALIB,0,,OWRB 04260,HYDROLAB,DAVID MERCER,,0,BATCH 002,73.9,,AIR,,CONDUCTIVITY STANDARD,1413,,,,737,PERCENT,100,PERCENT,99.9,,,,,,,,,,,,,BATCH 002,6.63,,PH 7 BUFFER,7,PH 10.00 BUFFER,10,,,,,,,,
8/23/2016,2008676,,,,,PROF,0, 9:24,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,19.1,,N,,,,,,,,,,NONE,N,,RIPPLES,,,,
8/23/2016,2008676,,,,,PROF,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008676,,,,,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008676,,,,,PROF,1001389,,,,,,,,,,,,,,89.9,0.1,,,,,,,,,N   ,,,,,,,,7.21,7.4,,,,,,,,,,,,Y   ,,,25.22
8/23/2016,2008676,,,,,PROF,1001390,,,,,,,,,,,,,,89.9,0.5,,,,,,,,,N   ,,,,,,,,7.24,7.4,,,,,,,,,,,,Y   ,,,25.2
8/23/2016,2008676,,,,,PROF,1001391,,,,,,,,,,,,,,89.8,1,,,,,,,,,N   ,,,,,,,,7.13,7.39,,,,,,,,,,,,Y   ,,,25.18
8/23/2016,2008676,,,,,PROF,1001392,,,,,,,,,,,,,,89.9,1.5,,,,,,,,,N   ,,,,,,,,7.04,7.35,,,,,,,,,,,,Y   ,,,25.07
8/23/2016,2008676,,,,,PROF,1001393,,,,,,,,,,,,,,89.9,2,,,,,,,,,N   ,,,,,,,,6.97,7.33,,,,,,,,,,,,Y   ,,,25.01
8/23/2016,2008676,,,,,PROF,1001394,,,,,,,,,,,,,,90.3,2.5,,,,,,,,,N   ,,,,,,,,6.34,7.17,,,,,,,,,,,,Y   ,,,24.81
8/23/2016,2008676,,,,,PROF,1001395,,,,,,,,,,,,,,90.5,2.9,,,,,,,,,N   ,,,,,,,,5.76,7.03,,,,,,,,,,,,Y   ,,,24.52
8/23/2016,2008676,,,,,PROF,1001396,,,,,,,,,,,,,,91.7,3.6,,,,,,,,,N   ,,,,,,,,3.78,6.81,,,,,,,,,,,,Y   ,,,23.77
8/23/2016,2008676,,,,,PROF,1001397,,,,,,,,,,,,,,92,4,,,,,,,,,N   ,,,,,,,,2.77,6.72,,,,,,,,,,,,Y   ,,,23.06
8/23/2016,2008676,,,,,PROF,1001398,,,,,,,,,,,,,,93.7,4.5,,,,,,,,,N   ,,,,,,,,1.55,6.64,,,,,,,,,,,,Y   ,,,22.59
8/23/2016,2008676,,,,,PROF,1001399,,,,,,,,,,,,,,95.6,5,,,,,,,,,N   ,,,,,,T   ,,1,6.6,,,,,,,,,,,,Y   ,,,22.03
8/23/2016,2008676,,,,,PROF,1001400,,,,,,,,,,,,,,98.5,5.5,,,,,,,,,N   ,,,,,,,,0.61,6.59,,,,,,,,,,,,Y   ,,,20.72
8/23/2016,2008676,,,,,PROF,1001401,,,,,,,,,,,,,,105.8,6,,,,,,,,,N   ,,,,,,B   ,,0.27,6.57,,,,,,,,,,,,Y   ,,,19.81
8/23/2016,2008676,,,,,PROF,1001402,,,,,,,,,,,,,,89.5,0.1,,,,,,,,,Y   ,,,,,,,,7.16,7.41,,,,,,,,,,,,Y   ,,,25.29
8/23/2016,2008677,,,,,CALIB,0,,4260,HYDROLAB,BRAD CANNON,,0,,,,AIR,,COND STD,1413,,,,736,PERCENT,100,PERCENT,99.9,,,,,,,,,,,,,,,,PH 7 BUFFER,7,PH 10.00 BUFFER,10,,,,,,,,
8/23/2016,2008677,,,,,PROF,0,10:30,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,29.7,,N,,,,,,,,,,NONE,N,,RIPPLES,,,,
8/23/2016,2008677,,,,,PROF,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008677,,,,,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008677,,,,,PROF,1001403,,,,,,,,,,,,,,323.1,0.1,,,,,,,,,N   ,,,,,,,,5.95,8.24,,,,,,,,,,,,Y   ,,,28.54
8/23/2016,2008677,,,,,PROF,1001404,,,,,,,,,,,,,,322.9,0.9,,,,,,,,,N   ,,,,,,,,6.1,8.31,,,,,,,,,,,,Y   ,,,28.41
8/23/2016,2008677,,,,,PROF,1001405,,,,,,,,,,,,,,324.1,2,,,,,,,,,N   ,,,,,,T   ,,6.08,8.3,,,,,,,,,,,,Y   ,,,28.11
8/23/2016,2008677,,,,,PROF,1001406,,,,,,,,,,,,,,300.2,3,,,,,,,,,N   ,,,,,,,,0.68,7.84,,,,,,,,,,,,Y   ,,,24.68
8/23/2016,2008677,,,,,PROF,1001407,,,,,,,,,,,,,,322.7,4,,,,,,,,,N   ,,,,,,,,0.54,7.66,,,,,,,,,,,,Y   ,,,22.36
8/23/2016,2008677,,,,,PROF,1001408,,,,,,,,,,,,,,336.4,5,,,,,,,,,N   ,,,,,,,,0.28,7.47,,,,,,,,,,,,Y   ,,,19.98
8/23/2016,2008677,,,,,PROF,1001409,,,,,,,,,,,,,,336.3,6,,,,,,,,,N   ,,,,,,,,0.27,7.38,,,,,,,,,,,,Y   ,,,16.91
8/23/2016,2008677,,,,,PROF,1001410,,,,,,,,,,,,,,341,7,,,,,,,,,N   ,,,,,,,,0.26,7.37,,,,,,,,,,,,Y   ,,,14.68
8/23/2016,2008677,,,,,PROF,1001411,,,,,,,,,,,,,,344.6,8,,,,,,,,,N   ,,,,,,B   ,,0.28,7.34,,,,,,,,,,,,Y   ,,,13.27
8/23/2016,2008677,,,,,PROF,1001412,,,,,,,,,,,,,,349.3,8.4,,,,,,,,,N   ,,,,,,,,0.27,7.29,,,,,,,,,,,,Y   ,,,12.97
8/23/2016,2008678,,,,,CALIB,0,,4854,HYDROLAB,BRAD CANNON,,0,,,,AIR,,STD 1,1413,,,,741,PERCENT,100,PERCENT,99.1,,,,,,,,,,,,,,,,PH 7.00,7,PH 10.00 BUFFER,10,,,,,,,,
8/23/2016,2008678,,,,,PROF,0,11:15,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,28.8,,N,,,,,,,,,,NONE,N,,CHOPPY,,,,
8/23/2016,2008678,,,,,PROF,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008678,,,,,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008678,,,,,PROF,1001413,,,,,,,,,,,,,,163.2,0.2,,,,,,,,,N   ,,,,,,,,5.98,7.42,,,,,,,,,,,,Y   ,,,29.04
8/23/2016,2008678,,,,,PROF,1001414,,,,,,,,,,,,,,163.3,1,,,,,,,,,N   ,,,,,,,,5.91,7.4,,,,,,,,,,,,Y   ,,,29.1
8/23/2016,2008678,,,,,PROF,1001415,,,,,,,,,,,,,,163,2,,,,,,,,,N   ,,,,,,,,5.83,7.39,,,,,,,,,,,,Y   ,,,29.09
8/23/2016,2008678,,,,,PROF,1001416,,,,,,,,,,,,,,163,3,,,,,,,,,N   ,,,,,,,,5.76,7.38,,,,,,,,,,,,Y   ,,,29.09
8/23/2016,2008678,,,,,PROF,1001417,,,,,,,,,,,,,,163,4,,,,,,,,,N   ,,,,,,,,5.78,7.38,,,,,,,,,,,,Y   ,,,29.11
8/23/2016,2008678,,,,,PROF,1001418,,,,,,,,,,,,,,162.8,5,,,,,,,,,N   ,,,,,,,,5.62,7.35,,,,,,,,,,,,Y   ,,,29.07
8/23/2016,2008678,,,,,PROF,1001419,,,,,,,,,,,,,,162.8,6,,,,,,,,,N   ,,,,,,,,5.6,7.34,,,,,,,,,,,,Y   ,,,29.09
8/23/2016,2008678,,,,,PROF,1001420,,,,,,,,,,,,,,162.9,7,,,,,,,,,N   ,,,,,,T   ,,5.48,7.32,,,,,,,,,,,,Y   ,,,29.05
8/23/2016,2008678,,,,,PROF,1001421,,,,,,,,,,,,,,155.8,8,,,,,,,,,N   ,,,,,,,,0.37,6.77,,,,,,,,,,,,Y   ,,,25.34
8/23/2016,2008678,,,,,PROF,1001422,,,,,,,,,,,,,,153.6,8.6,,,,,,,,,N   ,,,,,,B   ,,0.15,6.76,,,,,,,,,,,,Y   ,,,24.22
8/23/2016,2008678,,,,,PROF,1001423,,,,,,,,,,,,,,163.1,0.3,,,,,,,,,Y   ,,,,,,,,5.93,7.4,,,,,,,,,,,,Y   ,,,29.13
8/23/2016,2008679,,,,,PROF,5,,,,,,,,,,,,,,,4,,,,,,,,,Y,,,,,,,,5.97,6.65,,,,,,,,,,,,,,,27.77
8/23/2016,2008679,,,,,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,Y,,,,,,,,5.98,6.83,,,,,,,,,,,,,,,27.76
8/23/2016,2008679,,,,,PROF,4,,,,,,,,,,,,,,,3,,,,,,,,,Y,,,,,,,,5.95,6.71,,,,,,,,,,,,,,,27.77
8/23/2016,2008679,,,,,PROF,3,,,,,,,,,,,,,,,2,,,,,,,,,Y,,,,,,,,5.96,6.75,,,,,,,,,,,,,,,27.77
8/23/2016,2008679,,,,,PROF,2,,,,,,,,,,,,,,,1,,,,,,,,,Y,,,,,,,,6.02,6.86,,,,,,,,,,,,,,,27.77
8/23/2016,2008679,,,,,PROF,1,,,,,,,,,,,,,,,0,,,,,,,,,Y,,,,,,,,6.08,6.97,,,,,,,,,,,,,,,27.76
8/23/2016,2008679,,,,,PROF,0,1:41,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,4.3,,N,,,,,,,,,,,N,,CHOPPY,,,,
8/23/2016,2008679,,,,,CALIB,0,,20,EUREKA MANTA,ADAM REITZ,,,,,,,,,,,,,761,PERCENT,100,PERCENT,104.8,,,,,,,,,,,,,QC BUFFER BATCH 007,6.42,7,PH 7 BUFFER,7,PH 4 BUFFER,3.99,,,,,,,,
8/23/2016,2008680,,,,,CALIB,0,,2,HYDROLAB MS5,LORI CUSSNER,,0,,,,SPC 0,,SPC 1413,1413,,,,722,PERCENT,100,,99.9,,,,,,,,,,,,,,,,PH 7.00 BUFFER,7,PH 10 BUFFER,10,,,,,,24.7,,
8/23/2016,2008680,,,,,PROF,0,10:13,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,6,,N,,,,,,,,,,NONE,N,,CHOPPY,,,,
8/23/2016,2008680,,,,,PROF,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008680,,,,,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008680,,,,,PROF,1001424,,,,,,,,,,,,,,896.3,0.1,,,,,,,,,N   ,,,,,,,,6.57,7.92,,,,,,,,,,,,Y   ,,,23.86
8/23/2016,2008680,,,,,PROF,1001425,,,,,,,,,,,,,,896,1,,,,,,,,,N   ,,,,,,,,6.53,7.92,,,,,,,,,,,,Y   ,,,23.86
8/23/2016,2008680,,,,,PROF,1001426,,,,,,,,,,,,,,896.4,2,,,,,,,,,N   ,,,,,,,,6.12,7.89,,,,,,,,,,,,Y   ,,,23.8
8/23/2016,2008680,,,,,PROF,1001427,,,,,,,,,,,,,,897.9,3,,,,,,,,,N   ,,,,,,,,5.55,7.81,,,,,,,,,,,,Y   ,,,23.75
8/23/2016,2008680,,,,,PROF,1001428,,,,,,,,,,,,,,898.9,4,,,,,,,,,N   ,,,,,,,,5.22,7.75,,,,,,,,,,,,Y   ,,,23.69
8/23/2016,2008680,,,,,PROF,1001429,,,,,,,,,,,,,,899.7,5,,,,,,,,,N   ,,,,,,,,4.99,7.73,,,,,,,,,,,,Y   ,,,23.69
8/23/2016,2008680,,,,,PROF,1001430,,,,,,,,,,,,,,912,6,,,,,,,,,N   ,,,,,,,,3.46,7.6,,,,,,,,,,,,Y   ,,,23.56
8/23/2016,2008680,,,,,PROF,1001431,,,,,,,,,,,,,,896.4,0.1,,,,,,,,,Y   ,,,,,,,,6.72,7.98,,,,,,,,,,,,Y   ,,,23.91
8/23/2016,2008681,,,,,CALIB,0,,20,EUREKA MANTA,ADAM REITZ,,,,,,,,,,,,,762,PERCENT,100,PERCENT,112.6,,,,,,,,,,,,,QC BUFFER,6.2,7,PH 7.0 BUFFER,6.96,PH 4.0 BUFFER,4.07,,,,,,28,,
8/23/2016,2008681,,,,,PROF,0,21:56,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,4.8,,N,,,,,,,,,,LIGHT,N,,FLAT,,,,
8/23/2016,2008681,,,,,PROF,1,,,,,,,,,,,,,,,0,,,,,,,,,Y,,,,,,,,7.17,7.02,,,,,,,,,,,,,,,30.82
8/23/2016,2008681,,,,,PROF,2,,,,,,,,,,,,,,,1,,,,,,,,,Y,,,,,,,,6.5,6.87,,,,,,,,,,,,,,,30.24
8/23/2016,2008681,,,,,PROF,3,,,,,,,,,,,,,,,2,,,,,,,,,Y,,,,,,,,6.13,6.68,,,,,,,,,,,,,,,29.89
8/23/2016,2008681,,,,,PROF,4,,,,,,,,,,,,,,,3,,,,,,,,,Y,,,,,,,,6.25,6.57,,,,,,,,,,,,,,,29.83
8/23/2016,2008681,,,,,PROF,5,,,,,,,,,,,,,,,4,,,,,,,,,Y,,,,,,,,6.06,6.52,,,,,,,,,,,,,,,29.72
8/23/2016,2008681,,,,,PROF,6,,,,,,,,,,,,,,,4.5,,,,,,,,,Y,,,,,,,,5.85,6.46,,,,,,,,,,,,,,,29.63
8/23/2016,2008681,,,,,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,Y,,,,,,,,7.15,6.92,,,,,,,,,,,,,,,30.82
8/23/2016,2008682,,,,,CALIB,0,,3050065,IPAQ SC#00020 MANTA,ADAM REITZ,,,,,,,,,,,,,765,PERCENT,100,PERCENT,111,,,,,,,,,,,,,QC BUFFER BATCH #007@23.1°C,9.16,7,PH BUFFER 7,7.16,PH BUFFER 4,4.08,,,,,,,29.3,
8/23/2016,2008682,,,,,PROF,0, 2:33,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,3,,N,,,,,,,,,,NONE,Y,BLUE-GREEN ALGAL MAT,FLAT,,,,
8/23/2016,2008682,,,,,PROF,1,,,,,,,,,,,,,,,0,,,,,,,,,Y,,,,,,,,8.8,7.4,,,,,,,,,,,,,,,29.11
8/23/2016,2008682,,,,,PROF,2,,,,,,,,,,,,,,,0.5,,,,,,,,,Y,,,,,,,,6.7,7.4,,,,,,,,,,,,,,,27.3
8/23/2016,2008682,,,,,PROF,3,,,,,,,,,,,,,,,1,,,,,,,,,Y,,,,,,,,5.3,7.2,,,,,,,,,,,,,,,26.6
8/23/2016,2008682,,,,,PROF,4,,,,,,,,,,,,,,,1.5,,,,,,,,,Y,,,,,,,,1.7,7.1,,,,,,,,,,,,,,,26.2
8/23/2016,2008682,,,,,PROF,5,,,,,,,,,,,,,,,2,,,,,,,,,Y,,,,,,,,1.4,7,,,,,,,,,,,,,,,26.1
8/23/2016,2008682,,,,,PROF,6,,,,,,,,,,,,,,,2.5,,,,,,,,,Y,,,,,,,,1.3,7,,,,,,,,,,,,,,,26
8/23/2016,2008682,,,,,PROF,7,,,,,,,,,,,,,,,3,,,,,,,,,Y,,,,,,,,1.2,7,,,,,,,,,,,,,,,25.9
8/23/2016,2008682,,,,,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,Y,,,,,,,,9,7.5,,,,,,,,,,,,,,,29.4
8/23/2016,2008683,,,,,CALIB,0,,OWRB 04854,HYDROLAB 5A,PHILLIP BONE,,0,,,,A,,CAL STD,1413,,,,733,PERCENT,100,PERCENT,99.9,,,,,,,,,,,,,,,,PH 7 BUFFER,7,PH 10 BUFFER,10,,,,,,,,
8/23/2016,2008683,,,,,PROF,0,10:38,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,8,,N,,,,,,,,,,LIGHT,N,,RIPPLES,,,,
8/23/2016,2008683,,,,,PROF,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008683,,,,,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008683,,,,,PROF,1001432,,,,,,,,,,,,,,348.6,0.1,,,,,,,,,N   ,,,,,,,,6.88,8.22,,,,,,,,,,,,Y   ,,,28.04
8/23/2016,2008683,,,,,PROF,1001433,,,,,,,,,,,,,,348.4,0.09,,,,,,,,,N   ,,,,,,,,6.87,8.22,,,,,,,,,,,,Y   ,,,28.08
8/23/2016,2008683,,,,,PROF,1001434,,,,,,,,,,,,,,348.3,1.01,,,,,,,,,N   ,,,,,,,,6.81,8.2,,,,,,,,,,,,Y   ,,,28.11
8/23/2016,2008683,,,,,PROF,1001435,,,,,,,,,,,,,,348.8,1.97,,,,,,,,,N   ,,,,,,,,6.54,8.15,,,,,,,,,,,,Y   ,,,28.08
8/23/2016,2008683,,,,,PROF,1001436,,,,,,,,,,,,,,353,2.3,,,,,,,,,N   ,,,,,,,,4.42,7.91,,,,,,,,,,,,Y   ,,,27.98
8/23/2016,2008683,,,,,PROF,1001437,,,,,,,,,,,,,,348.2,0.11,,,,,,,,,Y   ,,,,,,,,6.85,8.2,,,,,,,,,,,,Y   ,,,28.1
8/23/2016,2008684,,,,,CALIB,0,,6221,HYDROLAB,PHILLIP BONE,,0,,,,AIR,,CONDUCTIVITY STANDARD 1413,1413,,,,741,PERCENT,100,PERCENT,100.2,,,,,,,,,,,,,,,,PH 7.00 BUFFER,7,10.0 BUFFER,10,,,,,,,,
8/23/2016,2008684,,,,,PROF,0,11:06,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,22.8,,N,,,,,,,,,,NONE,N,,RIPPLES,,,,
8/23/2016,2008684,,,,,PROF,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008684,,,,,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008684,,,,,PROF,1001438,,,,,,,,,,,,,,279.7,0.09,,,,,,,,,Y   ,,,,,,,,10.93,8.17,,,,,,,,,,,,Y   ,,,29.86
8/23/2016,2008684,,,,,PROF,1001439,,,,,,,,,,,,,,287.5,1.01,,,,,,,,,Y   ,,,,,,,,5.56,7.45,,,,,,,,,,,,Y   ,,,27.99
8/23/2016,2008684,,,,,PROF,1001440,,,,,,,,,,,,,,287.5,1,,,,,,,,,Y   ,,,,,,T   ,,4.68,7.33,,,,,,,,,,,,Y   ,,,27.97
8/23/2016,2008684,,,,,PROF,1001441,,,,,,,,,,,,,,326.9,2.01,,,,,,,,,Y   ,,,,,,,,0.27,7.02,,,,,,,,,,,,Y   ,,,25.28
8/23/2016,2008684,,,,,PROF,1001442,,,,,,,,,,,,,,340.8,3.03,,,,,,,,,Y   ,,,,,,,,0.17,6.93,,,,,,,,,,,,Y   ,,,23.43
8/23/2016,2008684,,,,,PROF,1001443,,,,,,,,,,,,,,331.1,4.09,,,,,,,,,Y   ,,,,,,B   ,,0.16,6.76,,,,,,,,,,,,Y   ,,,22.63
8/23/2016,2008684,,,,,PROF,1001444,,,,,,,,,,,,,,506.1,5,,,,,,,,,Y   ,,,,,,,,1.32,7.18,,,,,,,,,,,,Y   ,,,22.27
8/23/2016,2008684,,,,,PROF,1001445,,,,,,,,,,,,,,526.3,6.03,,,,,,,,,Y   ,,,,,,,,1.66,7.26,,,,,,,,,,,,Y   ,,,21.76
8/23/2016,2008684,,,,,PROF,1001446,,,,,,,,,,,,,,521.9,6.79,,,,,,,,,Y   ,,,,,,,,0.41,7.22,,,,,,,,,,,,Y   ,,,21.43
8/23/2016,2008685,,,,,CALIB,0,,6221,MS5 HYDROLAB,DAVID MERCER,,0,,,,AIR,,SOLUTION 1413,1413,,,,746,PERCENT,100,PERCENT,100.6,439,,,,,,,,,,,,,,,BUFFER 7,7,PH 10.00 BUFFER,10,,,,,,34.3,,
8/23/2016,2008685,,,,,PROF,0,11:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8,,N,,,,,,,,,,NONE,Y,SLIGHT FILM,FLAT,,,,
8/23/2016,2008685,,,,,PROF,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008685,,,,,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008685,,,,,PROF,1001447,,,,,,,,,,,,,,230.2,0.15,,,,,,,,,N   ,,,,,,T   ,,10.67,8.27,,,,,,,,,,,,Y   ,,,31.51
8/23/2016,2008685,,,,,PROF,1001448,,,,,,,,,,,,,,229.7,1.01,,,,,,,,,N   ,,,,,,B   ,,9.76,8.1,,,,,,,,,,,,Y   ,,,29.27
8/23/2016,2008685,,,,,PROF,1001449,,,,,,,,,,,,,,230.8,2.02,,,,,,,,,N   ,,,,,,,,8.94,8,,,,,,,,,,,,Y   ,,,29.09
8/23/2016,2008685,,,,,PROF,1001450,,,,,,,,,,,,,,231.2,3.01,,,,,,,,,N   ,,,,,,,,8.53,7.94,,,,,,,,,,,,Y   ,,,29.02
8/23/2016,2008685,,,,,PROF,1001451,,,,,,,,,,,,,,231.9,4.01,,,,,,,,,N   ,,,,,,,,7.77,7.77,,,,,,,,,,,,Y   ,,,28.93
8/23/2016,2008685,,,,,PROF,1001452,,,,,,,,,,,,,,232.2,5.05,,,,,,,,,N   ,,,,,,,,7.31,7.68,,,,,,,,,,,,Y   ,,,28.82
8/23/2016,2008685,,,,,PROF,1001453,,,,,,,,,,,,,,232.3,6.08,,,,,,,,,N   ,,,,,,,,6.91,7.61,,,,,,,,,,,,Y   ,,,28.72
8/23/2016,2008685,,,,,PROF,1001454,,,,,,,,,,,,,,232.6,7,,,,,,,,,N   ,,,,,,,,6.65,7.56,,,,,,,,,,,,Y   ,,,28.66
8/23/2016,2008685,,,,,PROF,1001455,,,,,,,,,,,,,,232.9,6.99,,,,,,,,,N   ,,,,,,,,6.63,7.55,,,,,,,,,,,,Y   ,,,28.64
